account_id,score
ACC002703,0.004390388186032768
ACC001343,0.004296828670711683
ACC001352,0.0041381007690612925
ACC006995,0.003885898684762079
ACC006303,0.003885898684762079
ACC003599,0.003885898684762079
ACC009628,0.0035366168265064113
ACC009177,0.0030364027429559126
ACC007298,0.0030364027429559126
ACC004528,0.0030364027429559126
ACC007577,0.0028779430971839215
ACC003109,0.002784573292527459
ACC005309,0.002784573292527459
ACC007807,0.0025328290198705083
ACC000653,0.0025328290198705083
ACC000175,0.0025328290198705083
ACC003752,0.002029595892640401
ACC005901,0.001526703130901308
ACC007460,0.001526703130901308
ACC004404,0.001275384315144401
ACC005621,0.001275384315144401
ACC003884,0.0007730016700487896
ACC006371,0.0007730016700487896
ACC002759,0.0005219377832162975
ACC009360,0.00027095881521410625
ACC000590,0.00027095881521410625
ACC001444,2.006473731996916e-05
ACC004728,-0.00023074447917925678
ACC007775,-0.00038850877949025975
ACC005085,-0.0006899016419962267
ACC001200,-0.0007321084427958091
ACC007598,-0.000889766038041695
ACC002742,-0.0009826632472902386
ACC003638,-0.0009826632472902386
ACC009452,-0.001233133305144185
ACC001877,-0.0019840352854577636
ACC006113,-0.0022341666432962315
ACC005893,-0.0024842133977190928
ACC008470,-0.0028824783233754037
ACC001978,-0.0029840532107716644
ACC002344,-0.004481545142015819
ACC004968,-0.004481545142015819
ACC000095,-0.004481545142015819
ACC000486,-0.004481545142015819
ACC001866,-0.0059760006083057204
ACC009735,-0.006224781739989305
ACC007711,-0.006473478724952297
ACC009587,-0.006473478724952297
ACC009461,-0.006722091591656043
ACC000478,-0.006970322917411731
ACC005095,-0.007467425766682356
ACC004412,-0.007715702444771266
ACC000107,-0.007715702444771266
ACC001410,-0.007963895146763988
ACC002389,-0.008212003901064024
ACC002745,-0.008322414229580355
ACC004612,-0.008707969680153416
ACC004573,-0.008955826761702146
ACC007914,-0.008955826761702146
ACC001942,-0.008955826761702146
ACC001526,-0.009561513181713499
ACC008096,-0.010024845611985023
ACC001245,-0.010935667764513268
ACC008750,-0.011429791373169684
ACC002589,-0.011676727836791745
ACC004659,-0.011923580777626341
ACC007724,-0.011923580777626341
ACC006390,-0.012417036203924647
ACC009620,-0.012663638745860517
ACC002644,-0.012663638745860517
ACC002079,-0.012663638745860517
ACC005785,-0.012910157877953243
ACC009782,-0.012910157877953243
ACC009885,-0.013649215097245926
ACC006056,-0.02810886442765259
ACC003393,-0.033323509300832055
ACC005359,-0.03815040662952274
ACC003658,-0.041248046201905475
ACC004863,-0.04552166190167284
ACC006609,-0.04932239416357198
ACC008628,-0.05078196756883435
ACC007038,-0.06152974874677797
ACC003668,-0.06173286032360836
ACC009675,-0.06267892538462005
ACC002653,-0.06614152153205355
ACC007495,-0.07679999964671824
ACC004882,-0.07808503631903685
ACC008029,-0.08051047053293703
ACC009163,-0.08097234524396202
ACC000320,-0.08269381052747415
ACC000429,-0.08475066899387163
ACC009938,-0.08591050568663217
ACC000852,-0.08763406775597271
ACC006169,-0.08980843457970455
ACC001424,-0.093061514934487
ACC006298,-0.09775996716800184
ACC001435,-0.1003098223861324
ACC009818,-0.10053719193156985
ACC005260,-0.10157048006631164
ACC000144,-0.10492981516445787
ACC002167,-0.10514519784365262
ACC005298,-0.10534749495369
ACC009270,-0.10846906243230692
ACC006652,-0.10846906243230692
ACC003903,-0.10972783581549228
ACC005822,-0.11461974078081694
ACC002629,-0.11623816901532602
ACC002315,-0.11867348212597517
ACC003574,-0.11920461018496742
ACC007875,-0.1214666586688633
ACC007036,-0.12158597313824027
ACC003054,-0.1225187218577457
ACC000206,-0.12528082958684572
ACC002769,-0.12629083855633993
ACC000364,-0.13044213034232566
ACC000869,-0.13160616468583175
ACC007783,-0.13184413477347767
ACC001736,-0.13284284951307523
ACC005194,-0.13326896943864985
ACC005708,-0.13480475811679637
ACC002259,-0.135040122486354
ACC002984,-0.13716769712419086
ACC003699,-0.13777691549041227
ACC002562,-0.1393917209587432
ACC006466,-0.1395155346460475
ACC009249,-0.13974565844467968
ACC006711,-0.14040110408360462
ACC000641,-0.141086920028067
ACC002822,-0.14154017913185502
ACC008089,-0.14190001084365456
ACC003952,-0.142351522538814
ACC002361,-0.14251813191659513
ACC004171,-0.14281994070756743
ACC004368,-0.14390404913680133
ACC004353,-0.14404312776646444
ACC005587,-0.14452720880118108
ACC007779,-0.14464869251462942
ACC007496,-0.14542110250104123
ACC000666,-0.14902343085966685
ACC004330,-0.1498518422013867
ACC002570,-0.15043861553756765
ACC002335,-0.1516236894738101
ACC006654,-0.1516305866319413
ACC004305,-0.1518594114484716
ACC006575,-0.1560077850047613
ACC004489,-0.15634023463613556
ACC002987,-0.15896394479759102
ACC003061,-0.15947661716605155
ACC002049,-0.1599741169164024
ACC008704,-0.16068822037236352
ACC001689,-0.1607349920126372
ACC001136,-0.16086855323836857
ACC009328,-0.16191643204119488
ACC007732,-0.1619262801149599
ACC007039,-0.1637434590656559
ACC005423,-0.16380656030091922
ACC004847,-0.16409748768361532
ACC005952,-0.16426520952005608
ACC005787,-0.16448434985626847
ACC001498,-0.1648194774322086
ACC000779,-0.16565215083973683
ACC005365,-0.16697284123719602
ACC005515,-0.16740187849538435
ACC005815,-0.16745025008449066
ACC001132,-0.16769556170625477
ACC008408,-0.16953243162386544
ACC005121,-0.17054695058210712
ACC009826,-0.1713047506055536
ACC004456,-0.17324645700536978
ACC000772,-0.17340339835506868
ACC002773,-0.17398110458426908
ACC007652,-0.17420169524203288
ACC001548,-0.17440856833621332
ACC000463,-0.17442565747866812
ACC009888,-0.17563881243051416
ACC001457,-0.17576721657276473
ACC002965,-0.1760473551652062
ACC004351,-0.17608235345049617
ACC000511,-0.17640602657437432
ACC007388,-0.17665911084924735
ACC004315,-0.1767104569733714
ACC006620,-0.17730288527633442
ACC000254,-0.1774350712763264
ACC005701,-0.17777167143422923
ACC009216,-0.1780188460954797
ACC006736,-0.1793833804353555
ACC008934,-0.18016770170071594
ACC003687,-0.180214674104187
ACC008568,-0.1810092127645968
ACC007063,-0.18118044234397424
ACC006599,-0.1811927430534528
ACC005461,-0.18128315607547918
ACC008589,-0.18212629855296303
ACC002636,-0.18333183343337245
ACC001224,-0.18351146091083337
ACC001409,-0.18352316943333202
ACC008200,-0.18475977273320277
ACC002736,-0.18594585238222627
ACC001396,-0.18596510364887142
ACC009294,-0.1864405349968079
ACC005573,-0.18700815202316634
ACC001201,-0.18807717350017938
ACC006190,-0.18847196945971056
ACC005205,-0.18883617696032273
ACC006088,-0.18906308062559174
ACC004919,-0.1901841973644831
ACC003243,-0.19053433646475082
ACC007673,-0.1908830352618891
ACC000942,-0.1910266499610188
ACC001538,-0.19256306780800525
ACC002780,-0.1932257292475159
ACC001515,-0.19419170453809464
ACC001539,-0.1945331793525008
ACC006021,-0.19487814849230956
ACC007671,-0.19491853018474625
ACC003643,-0.19493226158644283
ACC002503,-0.1950914878621397
ACC004250,-0.19577621887729457
ACC008529,-0.1973049350208601
ACC004606,-0.19768492217382827
ACC002073,-0.19785106047469547
ACC006395,-0.1980687447766446
ACC000919,-0.19809555954427482
ACC008221,-0.19846297626203024
ACC009260,-0.1985035257314427
ACC002222,-0.19898484672548156
ACC002755,-0.19965227066406777
ACC009673,-0.19985314182355474
ACC005892,-0.20045474761443638
ACC002419,-0.20177807203884002
ACC008248,-0.20267128232723575
ACC008776,-0.20470406687227471
ACC003331,-0.20485266403553715
ACC009321,-0.20559501916735667
ACC008789,-0.2058315491173457
ACC003948,-0.2060377551706566
ACC004609,-0.20616447164008112
ACC003016,-0.20679527869388892
ACC001831,-0.20745879627408537
ACC003817,-0.20757632471517606
ACC000557,-0.20765142556141902
ACC006853,-0.20822348302385063
ACC006094,-0.20846409832071233
ACC005212,-0.2093487395596384
ACC002424,-0.20945344166341917
ACC009846,-0.2094781156844744
ACC007422,-0.20954288687201095
ACC008559,-0.2106106706819627
ACC006910,-0.21099957817889148
ACC000574,-0.21155589851980428
ACC008068,-0.21205556721483632
ACC005007,-0.21207210143591093
ACC003424,-0.21213695620030892
ACC002661,-0.21282337690968756
ACC006323,-0.2132549715397556
ACC004576,-0.21327197289576894
ACC001187,-0.21330036704685995
ACC006105,-0.21332076437783254
ACC006878,-0.2134807397783557
ACC002678,-0.21370733759812066
ACC005667,-0.2137193976087587
ACC000351,-0.2139116985047198
ACC003379,-0.21394540041686294
ACC002255,-0.21403896645139275
ACC002879,-0.21478028816983952
ACC008336,-0.21501428483417007
ACC004546,-0.21569286118395248
ACC001332,-0.2159064413161823
ACC006898,-0.21605658352408907
ACC007586,-0.216068421895119
ACC007395,-0.21623138648256524
ACC003783,-0.21714482481970854
ACC006076,-0.21731782140684852
ACC008508,-0.21732910178202536
ACC004436,-0.21754623914685234
ACC004496,-0.21781065432127245
ACC000131,-0.21876582071416906
ACC000818,-0.21886037152339288
ACC007733,-0.21898097486433055
ACC003832,-0.21900753212455737
ACC001875,-0.21971318787164806
ACC006244,-0.2211321117978563
ACC000386,-0.22114949508487713
ACC000377,-0.22115178513302602
ACC002916,-0.22150017209201556
ACC007413,-0.22187497924797162
ACC006185,-0.22244549147943282
ACC009577,-0.22299874563268918
ACC000379,-0.22307244683455563
ACC006013,-0.22313517368809455
ACC004453,-0.2233789617349573
ACC005143,-0.22375766666888508
ACC003031,-0.22399559666546132
ACC001682,-0.22478188771667118
ACC003384,-0.22503799713993689
ACC001730,-0.22521346818375965
ACC009975,-0.2255253958504897
ACC000064,-0.22565885643793726
ACC002997,-0.22580674310129123
ACC005987,-0.22588566908408103
ACC009018,-0.2266554922801034
ACC007590,-0.22722133297004532
ACC004267,-0.2273976596165529
ACC005015,-0.22770475005836865
ACC005181,-0.22784393035792105
ACC008853,-0.22821430091054162
ACC004437,-0.22822498622674536
ACC008964,-0.22864343029186784
ACC000576,-0.22938919654348255
ACC001888,-0.22976863522599777
ACC004901,-0.23008322560237915
ACC002289,-0.23010004424562358
ACC005619,-0.23040477462953846
ACC000072,-0.23045626838077882
ACC005025,-0.23050598933544497
ACC006241,-0.2305373580142286
ACC003971,-0.2306131582501285
ACC008997,-0.2307691272880551
ACC008923,-0.2308817920254992
ACC002722,-0.23102591222381874
ACC007253,-0.23110120300100556
ACC005874,-0.23110214472173207
ACC006158,-0.23202108984716452
ACC001554,-0.2320452672510276
ACC001611,-0.23206517996376308
ACC009079,-0.23215296473593705
ACC008361,-0.23218235541843935
ACC007624,-0.23255667197996976
ACC008999,-0.23274138342162298
ACC008839,-0.2328497491512348
ACC000700,-0.2330926183929246
ACC005209,-0.2333325443971822
ACC001781,-0.23348289690760304
ACC007055,-0.2335164972076218
ACC002151,-0.23416538398825304
ACC004202,-0.23419701560795558
ACC008404,-0.2342669603768941
ACC005887,-0.2343193477221739
ACC002962,-0.23438990734639553
ACC003936,-0.23440061659390465
ACC003957,-0.23458309737081517
ACC009015,-0.23496017307691042
ACC004913,-0.23496080925067853
ACC000808,-0.2350888675177224
ACC006065,-0.23529513578959993
ACC009988,-0.23565739540936237
ACC009687,-0.23584315525871002
ACC008243,-0.23598859449057719
ACC009136,-0.2361229515442962
ACC004802,-0.23618528462942023
ACC000886,-0.2368294447700411
ACC007554,-0.2369802719312485
ACC002063,-0.23774810797807344
ACC003468,-0.23776613579627415
ACC008085,-0.2379065927858941
ACC001091,-0.23797560107658144
ACC009874,-0.23821523444315684
ACC005293,-0.23833630997254662
ACC007257,-0.23840104488676472
ACC008206,-0.23879026511908785
ACC009373,-0.23897596933739718
ACC006529,-0.23971674985834812
ACC005871,-0.23980199501237398
ACC009513,-0.23987638737809913
ACC009010,-0.23992707475644548
ACC003297,-0.24087381587376377
ACC000898,-0.24090356858022977
ACC003490,-0.24090397012437248
ACC000979,-0.24100882335465112
ACC003647,-0.24101554007784476
ACC006281,-0.24117432304246256
ACC000014,-0.2412786870062864
ACC007381,-0.2413150635810234
ACC004517,-0.24139565181184497
ACC001963,-0.24165323781734593
ACC002099,-0.24175084905471034
ACC006639,-0.2418518897258073
ACC002852,-0.2421105046187974
ACC002819,-0.2421472893759984
ACC008940,-0.24218689337669935
ACC008857,-0.2422627961467626
ACC000017,-0.2424546064504322
ACC003212,-0.24259221412315435
ACC003519,-0.2426806381433535
ACC005670,-0.24275266811217333
ACC003999,-0.2427966898628257
ACC008801,-0.24307021678720103
ACC007220,-0.24319220863087293
ACC000520,-0.24321071606111766
ACC005254,-0.2432253265071302
ACC008731,-0.2435766245638269
ACC006261,-0.24374591130040496
ACC001932,-0.24380929484805847
ACC006896,-0.24399826334585323
ACC008493,-0.24414451617223437
ACC004502,-0.24415210897968626
ACC000857,-0.2441946408904107
ACC006152,-0.2442090909807496
ACC009642,-0.24426988415835182
ACC008433,-0.24430255324478067
ACC003970,-0.24453278753005997
ACC003907,-0.24462858041427032
ACC006800,-0.24470570957916582
ACC008554,-0.2447642398579784
ACC009044,-0.2448541650554426
ACC009057,-0.2449354468168411
ACC003242,-0.24509222095081518
ACC006868,-0.24543129894109234
ACC008101,-0.24550994321026826
ACC001377,-0.24557289882162286
ACC003502,-0.24571178873241595
ACC003984,-0.24625622772172134
ACC006279,-0.2464433961450433
ACC007743,-0.24652712325167958
ACC007180,-0.24656616911044077
ACC004842,-0.2469106131745531
ACC000851,-0.24696926541800207
ACC005109,-0.24708187286907357
ACC008531,-0.24712172261594867
ACC000543,-0.2474518924095484
ACC003158,-0.24760030712580255
ACC001326,-0.2479720609478826
ACC001061,-0.2483160394841571
ACC007095,-0.2486222536624373
ACC008325,-0.24870061984970349
ACC009262,-0.2491474924328353
ACC001528,-0.2491480398003466
ACC004207,-0.24921318075492105
ACC004295,-0.2492316070213026
ACC002898,-0.2493921285577858
ACC003301,-0.24940377614496723
ACC006135,-0.2494355417862547
ACC008978,-0.249642462051004
ACC000902,-0.24978786019890875
ACC003834,-0.24982602448338004
ACC004607,-0.24985192051267674
ACC007336,-0.24986112844278424
ACC004386,-0.249892029376577
ACC002422,-0.24992639384547383
ACC007444,-0.25018237244270136
ACC005817,-0.25045080974005024
ACC008032,-0.2504762342830325
ACC001509,-0.2504925205275683
ACC005650,-0.25050309617816674
ACC003041,-0.25059836897650617
ACC004843,-0.25061019055553624
ACC001862,-0.25064948659393865
ACC001075,-0.2507222568550687
ACC001546,-0.2507511644121555
ACC001109,-0.2510457313685098
ACC008354,-0.2510746563041944
ACC004177,-0.25120283185185743
ACC008224,-0.25124785616990736
ACC007512,-0.25135071138244114
ACC004194,-0.25194700906557504
ACC008804,-0.2520227806442154
ACC000593,-0.2520646872191803
ACC009884,-0.2520908399921932
ACC009924,-0.25250602896813423
ACC001845,-0.25270487501903105
ACC004511,-0.2528662734411223
ACC005330,-0.25297221150345345
ACC002642,-0.25318279917353037
ACC004448,-0.2531890597145674
ACC008572,-0.2532905855689145
ACC002226,-0.25384188192180157
ACC004718,-0.25417531653807496
ACC005517,-0.2542054542524827
ACC004865,-0.25421857639886297
ACC003184,-0.25422834271774664
ACC000500,-0.2542413041874522
ACC006982,-0.25455774383828683
ACC000694,-0.2545655402861794
ACC001118,-0.25485066595862493
ACC003665,-0.25488026378813766
ACC002897,-0.25489681216057986
ACC005831,-0.2558401139222152
ACC008926,-0.25611112123872154
ACC008406,-0.2561261218668241
ACC002322,-0.25617906763557413
ACC005820,-0.2566276388326891
ACC000224,-0.2568930987473241
ACC004904,-0.2574340475877615
ACC005498,-0.2579314119798436
ACC006627,-0.25824164904751923
ACC007348,-0.25829237199257393
ACC003745,-0.2586591275784041
ACC003499,-0.2587931709729121
ACC002092,-0.25959103282045015
ACC001531,-0.2597158616177887
ACC008762,-0.2598908996070742
ACC007198,-0.26020062847961994
ACC006714,-0.26024181312660954
ACC008111,-0.2602597944633939
ACC003899,-0.2608251321980822
ACC004668,-0.26088132496655453
ACC009082,-0.2614398918240559
ACC002478,-0.26168778930223324
ACC000012,-0.26179357469186293
ACC006934,-0.2624767391630808
ACC006520,-0.26272159470039697
ACC000068,-0.2634949409560934
ACC000433,-0.2634980944997848
ACC003690,-0.26365474195753075
ACC004181,-0.2637344997857467
ACC007343,-0.263738493589847
ACC007550,-0.2641674209338526
ACC002077,-0.26423312986256636
ACC005485,-0.2642962905274642
ACC000111,-0.2644850885250982
ACC008288,-0.26536596981480126
ACC005202,-0.2653847683452357
ACC009368,-0.26572138920442384
ACC006663,-0.26584535682749044
ACC000181,-0.26584535682749044
ACC002506,-0.26602393832987914
ACC000056,-0.2661348514979962
ACC006434,-0.266343435866059
ACC005467,-0.2663935904756239
ACC003035,-0.2665940435619433
ACC005346,-0.26701175654599507
ACC002000,-0.2670453256704621
ACC003197,-0.2671114045813353
ACC005314,-0.2671316202436968
ACC003762,-0.26714651839144704
ACC002825,-0.2672180845955204
ACC009477,-0.26725879774054706
ACC008754,-0.2673837489590179
ACC002616,-0.2674714092919013
ACC002152,-0.26749231652110994
ACC009574,-0.2675243286439054
ACC003407,-0.26764726005004796
ACC005666,-0.26764726005004796
ACC002320,-0.2678180653995312
ACC008898,-0.2680469757933445
ACC007805,-0.26842956130786627
ACC007090,-0.2685518467105835
ACC009776,-0.26925955499736015
ACC007006,-0.2692609700574261
ACC000990,-0.2694585467170501
ACC001270,-0.2695803064865122
ACC003494,-0.2697344959346078
ACC003083,-0.2698394185632934
ACC002021,-0.2702611892852809
ACC005885,-0.27035116537749027
ACC007986,-0.2703962827849319
ACC003764,-0.27043708005899186
ACC004513,-0.27058945367654574
ACC000975,-0.27070407633617577
ACC000367,-0.2708899812133833
ACC000776,-0.2710859179294801
ACC009172,-0.27166447623181067
ACC004678,-0.2717449810617556
ACC008873,-0.2717789012552963
ACC007683,-0.27193697683530943
ACC009264,-0.27212766179990794
ACC001612,-0.2722418459320221
ACC009797,-0.27224467271877645
ACC003648,-0.2723512484577378
ACC004184,-0.27264018404731083
ACC005660,-0.2727861683388645
ACC004162,-0.27298432290757935
ACC006619,-0.2730489861345973
ACC009404,-0.27305982474472307
ACC007237,-0.27326450561214205
ACC006307,-0.27327086072929346
ACC009721,-0.2735653915993862
ACC004040,-0.2736525464564217
ACC009866,-0.27376122899823196
ACC007153,-0.273835570684895
ACC001370,-0.27387145560273474
ACC005349,-0.2740267173567678
ACC002648,-0.2741253111999376
ACC004310,-0.274236187061466
ACC000805,-0.2745854920543381
ACC001214,-0.27460150573254616
ACC005353,-0.2747673104780151
ACC003075,-0.2748908004232858
ACC002136,-0.27521877171467685
ACC008911,-0.2757453407078704
ACC003111,-0.2761430390345135
ACC009969,-0.27731965910796735
ACC001664,-0.27744753023379803
ACC006818,-0.27788767897918976
ACC005868,-0.2783588037423097
ACC002345,-0.278424785455475
ACC001673,-0.278540132595241
ACC007897,-0.27855338598893975
ACC006860,-0.2793516078986153
ACC008583,-0.27962225562998827
ACC003353,-0.27991358902199587
ACC002484,-0.2801949711227424
ACC009124,-0.28034153342613566
ACC000499,-0.28047050682790464
ACC009227,-0.28079294983212394
ACC001593,-0.2809649714919671
ACC002580,-0.2810076046053745
ACC001763,-0.28105310403662437
ACC004037,-0.2811525772998759
ACC001749,-0.2811533689894679
ACC005985,-0.28118293885863527
ACC006382,-0.2812090570639483
ACC008910,-0.28131801018407016
ACC000613,-0.28185761766768275
ACC009957,-0.28190277369293676
ACC001163,-0.28234536891741185
ACC009559,-0.28262360856587065
ACC001316,-0.282792251308014
ACC009527,-0.2828556748735745
ACC004614,-0.2829163557785294
ACC007916,-0.28331403931580795
ACC003221,-0.28356322979920534
ACC005544,-0.28373923266984763
ACC007556,-0.28380987893976806
ACC000417,-0.28407444229313517
ACC005823,-0.2840795992134638
ACC009962,-0.28426340389838833
ACC006117,-0.2843369132218179
ACC008659,-0.284472479292697
ACC002366,-0.28455339570288074
ACC002402,-0.2848361483676074
ACC003039,-0.2850661166008523
ACC006188,-0.2853960589110462
ACC003637,-0.2857053777563799
ACC001884,-0.28575641331797347
ACC008135,-0.2857834132776438
ACC003625,-0.28582579138365066
ACC006861,-0.28598250041899476
ACC009415,-0.2862728569849222
ACC001073,-0.2862835464244257
ACC004201,-0.28648306397955947
ACC003127,-0.28672960272249576
ACC000192,-0.286771907865314
ACC003020,-0.2876207480664764
ACC004356,-0.2877029686337215
ACC008611,-0.2878718346826117
ACC007596,-0.2879388794261745
ACC003078,-0.28798535902847994
ACC002559,-0.28805670071112255
ACC009145,-0.2882717224225269
ACC001904,-0.28834998522798516
ACC004173,-0.28860810327943187
ACC004879,-0.28862866733965
ACC006264,-0.2889728029939592
ACC004214,-0.28903412449325966
ACC002168,-0.28920114208988557
ACC009480,-0.2892319004598548
ACC001576,-0.28924474759067326
ACC007895,-0.2896056849217413
ACC001674,-0.2896729904241207
ACC003567,-0.2898177408324933
ACC008925,-0.28994187574132924
ACC002851,-0.2902866561222775
ACC009748,-0.2904779834119676
ACC006675,-0.2905873501377057
ACC003400,-0.29072610061788523
ACC000536,-0.290846745410436
ACC006465,-0.2908794745126525
ACC008260,-0.2911053660650981
ACC004760,-0.29124296348225287
ACC009095,-0.29131343863108256
ACC006202,-0.2915480887572245
ACC000718,-0.2916845207063036
ACC006881,-0.2917369694876232
ACC003373,-0.2918485613700775
ACC007661,-0.2920807860106503
ACC005965,-0.29228677735541264
ACC005626,-0.29239466417176363
ACC000172,-0.2926172521228089
ACC002127,-0.2931508031459193
ACC005865,-0.29325136257051054
ACC001366,-0.29331382995725425
ACC000910,-0.2934207913905415
ACC007245,-0.29346365554921267
ACC009737,-0.29348765110785313
ACC009102,-0.29357377850476724
ACC001729,-0.2937098805625549
ACC008977,-0.2940885286365597
ACC000324,-0.2944296406237485
ACC005324,-0.29486760603604717
ACC003408,-0.2950161696743841
ACC002557,-0.2950304472669482
ACC007466,-0.295034400670822
ACC000689,-0.29519971560299857
ACC002510,-0.2953421452226556
ACC003591,-0.29563495238766035
ACC008098,-0.2959753919570748
ACC008595,-0.2959962540943725
ACC003453,-0.29617797125516465
ACC002994,-0.29648417781152653
ACC006721,-0.29668757035517795
ACC007207,-0.29680283995088763
ACC005821,-0.29680846795500254
ACC003123,-0.2968671392659525
ACC001829,-0.29693468805710754
ACC005473,-0.2972801324546315
ACC007708,-0.29787508023426246
ACC007726,-0.2982837591587367
ACC002789,-0.29830257732627974
ACC000151,-0.29850682754873764
ACC005633,-0.2986522604366596
ACC003636,-0.29879830299546956
ACC005414,-0.2988636533208566
ACC006170,-0.29889931994217
ACC004406,-0.2991677783728933
ACC003056,-0.2991965009854933
ACC001000,-0.29932981557583344
ACC004096,-0.2994856241582037
ACC007628,-0.2995457787008859
ACC000546,-0.29967557993177374
ACC008122,-0.2998444312923821
ACC004338,-0.29990189494867764
ACC009686,-0.30019359876994384
ACC007370,-0.3003202419243343
ACC001879,-0.3003253650692714
ACC005210,-0.3003359704776174
ACC000207,-0.3006628211240949
ACC009997,-0.3006841910174828
ACC007179,-0.30085219323200374
ACC009767,-0.3013090435635465
ACC001459,-0.3018955459966685
ACC004613,-0.30192493371522755
ACC006750,-0.30202509346240425
ACC006379,-0.30209557153133915
ACC003398,-0.3022877722837722
ACC000301,-0.3023902097411466
ACC001902,-0.3025681384794297
ACC008423,-0.3026492121074788
ACC005305,-0.3026726850394473
ACC003552,-0.3026939694021248
ACC003597,-0.302744324064501
ACC004308,-0.3028881428942847
ACC003292,-0.3029642857235813
ACC005716,-0.3031570491992034
ACC002947,-0.3032326930000356
ACC008826,-0.30359516969495653
ACC005583,-0.3036468069230421
ACC001279,-0.30369759998642226
ACC000692,-0.30373640482816133
ACC004722,-0.3038324827483234
ACC002214,-0.30391538540927276
ACC008238,-0.3040161505154734
ACC002934,-0.3042611362026258
ACC007376,-0.3045578797144115
ACC006767,-0.30463675959684927
ACC008161,-0.304715482108676
ACC003914,-0.3048531822593756
ACC007022,-0.3048943003116075
ACC000957,-0.3050163306939234
ACC002619,-0.30505704264811623
ACC000763,-0.30514854176556
ACC000754,-0.30537488683648834
ACC009310,-0.3054301750020287
ACC000572,-0.30556076444699076
ACC005154,-0.3057834485051084
ACC007749,-0.3062131486382782
ACC005385,-0.30623458632901995
ACC008459,-0.30673460158732624
ACC006046,-0.30674428855654146
ACC005922,-0.3070443787339714
ACC005283,-0.3071776178043443
ACC004597,-0.3072093908625502
ACC008182,-0.3073105988570336
ACC008761,-0.30760827767650967
ACC007604,-0.3076215349616362
ACC002748,-0.3080115459063585
ACC003002,-0.30810524548652
ACC005792,-0.30876316128762604
ACC006737,-0.30886578274115406
ACC009931,-0.30893968035893243
ACC005757,-0.30894509448340884
ACC005657,-0.30904285591595665
ACC006474,-0.30904621429213636
ACC003715,-0.3091407922180528
ACC001034,-0.30921489146050385
ACC007506,-0.3093026555214048
ACC006469,-0.309364380901379
ACC001640,-0.30937789248345454
ACC006179,-0.30942711329580597
ACC000756,-0.3096785536962683
ACC002534,-0.30969385242547304
ACC003268,-0.31006400525697697
ACC002731,-0.31008316417063686
ACC002665,-0.31025365918570763
ACC007828,-0.31046387052478414
ACC002500,-0.3105488174153868
ACC007161,-0.3106207224036326
ACC002343,-0.3107797304761268
ACC002032,-0.3109253363993238
ACC001225,-0.3111077604147212
ACC008646,-0.31121167523807314
ACC003161,-0.31124893270974974
ACC001702,-0.3113380354557559
ACC008872,-0.31141082426059935
ACC008176,-0.31141266220001734
ACC000730,-0.3114232209014356
ACC009386,-0.3114373782487163
ACC006906,-0.3120950656084911
ACC008700,-0.31225595882747753
ACC002681,-0.3124492302792882
ACC003013,-0.3125013034536799
ACC000638,-0.3126928098513261
ACC007762,-0.3127727402886423
