account_id,score,rule_score,ml_score,out_degree
ACC001347,0.6013756042646798,1,0.003439010661699604,11
ACC004216,0.6013522712125757,1,0.003380678031439377,14
ACC003934,0.6011530343263091,1,0.0028825858157726647,13
ACC008147,0.6010475188345282,1,0.002618797086320679,12
ACC005129,0.6010280315474528,1,0.00257007886863192,11
ACC007856,0.600977635091079,1,0.002444087727697608,11
ACC009254,0.6008771761618327,1,0.0021929404045818446,11
ACC005902,0.6007441221056087,1,0.0018603052640216444,11
ACC007780,0.6007059819248387,1,0.001764954812096875,16
ACC008770,0.6006111987159432,1,0.0015279967898579883,11
ACC006305,0.6003830876912499,1,0.0009577192281248204,11
ACC009620,0.6003745209498729,1,0.0009363023746821741,13
ACC006809,0.6003591969899409,1,0.0008979924748522272,15
ACC002344,0.6002080428551614,1,0.0005201071379035693,11
ACC006025,0.6001376943615735,1,0.00034423590393389825,17
ACC000229,0.6001002796041639,1,0.00025069901040986053,12
ACC007439,0.6000761851260022,1,0.0001904628150056209,14
ACC002079,0.5997401898173599,1,-0.0006495254566002973,12
ACC003428,0.5996452339110527,1,-0.0008869152223680565,17
ACC006131,0.5994378447224618,1,-0.0014053881938455026,14
ACC006580,0.5994249938806602,1,-0.001437515298349623,11
ACC008017,0.5993584589379755,1,-0.0016038526550612997,13
ACC003471,0.5992317295543381,1,-0.0019206761141545847,12
ACC000644,0.5989847064488061,1,-0.002538233877984797,12
ACC000653,0.5988954456879635,1,-0.0027613857800912744,13
ACC003818,0.5988824306656989,1,-0.0027939233357527904,14
ACC004550,0.598780679164227,1,-0.0030483020894325197,12
ACC005140,0.5987495362547747,1,-0.0031261593630631523,15
ACC000721,0.5987128600422178,1,-0.003217849894455338,12
ACC001158,0.5986159289460802,1,-0.003460177634799444,12
ACC006947,0.5986035835004756,1,-0.0034910412488110554,11
ACC008740,0.598594775964734,1,-0.0035130600881649876,13
ACC000182,0.5985608020302544,1,-0.0035979949243639675,11
ACC004361,0.5985255432337707,1,-0.0036861419155732045,13
ACC009205,0.5984389678920593,1,-0.003902580269851741,11
ACC008317,0.598363904221084,1,-0.004090239447289923,13
ACC009492,0.5982998098248836,1,-0.00425047543779089,11
ACC004072,0.5982194522606529,1,-0.004451369348367651,12
ACC004036,0.5981965263848386,1,-0.00450868403790361,17
ACC001326,0.5979605432093068,1,-0.005098641976732876,11
ACC001818,0.597899995771804,1,-0.00525001057048996,11
ACC002996,0.5978529949921567,1,-0.005367512519608042,14
ACC003654,0.5978432672156807,1,-0.005391831960798288,11
ACC006912,0.5978147116801135,1,-0.005463220799716173,11
ACC009325,0.5977373917383086,1,-0.005656520654228281,11
ACC009995,0.5974461566523804,1,-0.00638460836904875,14
ACC004993,0.5974038639066688,1,-0.006490340233328118,11
ACC009811,0.5973614838923373,1,-0.006596290269156702,11
ACC002536,0.5973513835945057,1,-0.006621541013735799,12
ACC008443,0.5973441467239476,1,-0.006639633190130945,13
ACC009386,0.5973078817946564,1,-0.006730295513358908,11
ACC000833,0.597301258925715,1,-0.006746852685712512,13
ACC006259,0.5971841147616253,1,-0.007039713095936928,12
ACC005724,0.5971696087515913,1,-0.007075978121021564,12
ACC004759,0.5969870694092843,1,-0.007532326476789308,12
ACC003919,0.5969644969542452,1,-0.007588757614386765,13
ACC004155,0.5968695836532858,1,-0.007826040866785344,12
ACC003638,0.5968660238841182,1,-0.007834940289704329,15
ACC009342,0.596864946824007,1,-0.007837632939982409,11
ACC006039,0.5968465834084159,1,-0.007883541478960254,11
ACC003700,0.5968265620963522,1,-0.007933594759119311,16
ACC006367,0.5967868676860117,1,-0.008032830784970468,15
ACC004644,0.5966920672645714,1,-0.008269831838571606,11
ACC004310,0.5965992917772712,1,-0.008501770556821941,11
ACC007076,0.5965878061841129,1,-0.00853048453971783,17
ACC005340,0.5964800737604513,1,-0.008799815598871608,13
ACC003677,0.5964662349963278,1,-0.0088344125091806,15
ACC003715,0.59640847356578,1,-0.008978816085550012,12
ACC009672,0.5963913176080148,1,-0.009021705979963102,15
ACC009856,0.5961169694198011,1,-0.009707576450497246,11
ACC006171,0.5958856044181338,1,-0.010285988954665648,12
ACC006995,0.5958667677404711,1,-0.010333080648822102,11
ACC004673,0.5958624501350528,1,-0.010343874662368024,11
ACC008514,0.5958286191043258,1,-0.01042845223918537,12
ACC005705,0.5958112939449759,1,-0.010471765137560207,13
ACC002725,0.5956976144410452,1,-0.010755963897386867,12
ACC009836,0.595666740900923,1,-0.010833147747692451,15
ACC009022,0.5956206122621844,1,-0.010948469344538858,12
ACC008088,0.5955972294696034,1,-0.01100692632599154,16
ACC007273,0.5954321308554422,1,-0.011419672861394337,16
ACC006014,0.5953401580648822,1,-0.011649604837794536,12
ACC006859,0.5951722070210165,1,-0.012069482447458868,16
ACC009449,0.5951691026657623,1,-0.012077243335594123,11
ACC001679,0.5951233367538672,1,-0.012191658115332071,12
ACC000364,0.5951222217346548,1,-0.012194445663362918,11
ACC009355,0.5950875751802136,1,-0.012281062049465885,15
ACC007278,0.5949974916045362,1,-0.012506270988659418,11
ACC003594,0.59483331036842,1,-0.012916724078950004,13
ACC006819,0.5947150227703417,1,-0.013212443074145541,13
ACC002389,0.5947127365103834,1,-0.013218158724041529,12
ACC008495,0.5946356056501607,1,-0.013410985874598158,12
ACC001635,0.594626318547116,1,-0.013434203632209818,13
ACC000646,0.5945636271271677,1,-0.01359093218208074,15
ACC001552,0.5943688725088556,1,-0.014077818727861013,11
ACC008278,0.5943286044461654,1,-0.014178488884586449,12
ACC002745,0.59430586472421,1,-0.014235338189474978,13
ACC007883,0.5942775224588072,1,-0.014306193852982041,11
ACC004049,0.5942752594371682,1,-0.014311851407079412,12
ACC009633,0.5941370648327803,1,-0.01465733791804913,13
ACC009038,0.5941035100975124,1,-0.014741224756219085,13
ACC005681,0.5939262265104008,1,-0.015184433723997803,11
ACC007148,0.5938970083882111,1,-0.015257479029472054,11
ACC001515,0.5938575211144029,1,-0.015356197213992673,14
ACC000941,0.593743903652552,1,-0.01564024086861998,17
ACC002276,0.5937398923445756,1,-0.015650269138560935,15
ACC000060,0.5936235228752307,1,-0.015941192811923355,15
ACC000287,0.5934875602809013,1,-0.016281099297746626,11
ACC008168,0.5934850909591514,1,-0.01628727260212154,11
ACC005309,0.5933648225485406,1,-0.016587943628648405,14
ACC009498,0.5933262423347888,1,-0.01668439416302797,13
ACC003046,0.593323262988814,1,-0.016691842527965073,13
ACC001691,0.5933187483391053,1,-0.016703129152236817,12
ACC007884,0.5933168770503331,1,-0.01670780737416727,12
ACC001313,0.5933040094965034,1,-0.016739976258741518,11
ACC000096,0.5931416658340821,1,-0.017145835414794752,14
ACC006672,0.5930945497044153,1,-0.01726362573896173,12
ACC004182,0.5930822154683905,1,-0.017294461329023847,11
ACC009439,0.593075792893455,1,-0.017310517766362277,13
ACC004728,0.5930353804715016,1,-0.017411548821245848,13
ACC007357,0.5929339994193861,1,-0.01766500145153488,15
ACC007759,0.5928233541229233,1,-0.017941614692691565,11
ACC005855,0.5927491422303743,1,-0.018127144424064212,12
ACC008470,0.5926151633936421,1,-0.018462091515894674,13
ACC005633,0.5925791303858446,1,-0.018552174035388447,14
ACC004454,0.5925301908126238,1,-0.018674522968440355,13
ACC002809,0.5925134528671427,1,-0.018716367832143088,11
ACC005688,0.5924918137173498,1,-0.018770465706625328,13
ACC005477,0.5924677394530812,1,-0.018830651367297002,14
ACC001815,0.5924606709434256,1,-0.018848322641435933,13
ACC003975,0.5924555354253916,1,-0.018861161436520835,11
ACC006180,0.5924159152383712,1,-0.018960211904071933,11
ACC007715,0.5923207368291904,1,-0.019198157927023896,15
ACC008593,0.5922666083216926,1,-0.019333479195768444,12
ACC005553,0.5921937766166395,1,-0.019515558458401194,12
ACC007014,0.5921720718827751,1,-0.019569820293062312,12
ACC004097,0.5921547063764232,1,-0.019613234058941942,15
ACC000820,0.5921541842465954,1,-0.019614539383511542,14
ACC008919,0.5920721629704262,1,-0.019819592573934397,16
ACC001311,0.5920471025809595,1,-0.019882243547601097,12
ACC000979,0.5920423539094469,1,-0.01989411522638257,17
ACC006437,0.5919657219788003,1,-0.02008569505299934,12
ACC008419,0.5918343889013775,1,-0.020414027746556207,15
ACC000953,0.5918114947985531,1,-0.02047126300361729,11
ACC004695,0.5918034803167413,1,-0.020491299208146574,14
ACC009569,0.5917660273649651,1,-0.02058493158758712,13
ACC008689,0.5917594183097624,1,-0.020601454225593896,12
ACC001456,0.5917470685481446,1,-0.02063232862963832,14
ACC002815,0.5917458672233327,1,-0.020635331941668278,15
ACC005891,0.5917400355530354,1,-0.020649911117411268,11
ACC003460,0.591732842680231,1,-0.020667893299422424,12
ACC008576,0.5916878073936699,1,-0.020780481515825233,13
ACC004720,0.591632733028766,1,-0.020918167428085,13
ACC001908,0.5915325308880139,1,-0.021168672779965092,12
ACC000107,0.5914782988206149,1,-0.021304252948462887,13
ACC008814,0.5913592602759244,1,-0.021601849310188714,12
ACC009270,0.591208419576148,1,-0.021978951059630047,14
ACC002185,0.5912060098389875,1,-0.021984975402531193,14
ACC005712,0.5908583550671297,1,-0.022854112332175658,11
ACC001994,0.5908459100527937,1,-0.02288522486801553,11
ACC007986,0.5908448545174371,1,-0.022887863706407274,11
ACC000590,0.590842303315724,1,-0.02289424171068999,12
ACC000573,0.5908088117048537,1,-0.022977970737865783,11
ACC001251,0.590799891323398,1,-0.02300027169150476,16
ACC001702,0.5907343673555738,1,-0.023164081611065312,14
ACC009279,0.590608589472064,1,-0.023478526319840043,13
ACC000825,0.5906059044087602,1,-0.023485238978099454,11
ACC009011,0.5903085519920482,1,-0.024228620019879465,14
ACC005427,0.5903036643427455,1,-0.024240839143136073,11
ACC004150,0.5902613391440777,1,-0.024346652139805525,11
ACC003752,0.5902599586740082,1,-0.02435010331497961,11
ACC005785,0.5902143697519122,1,-0.02446407562021946,12
ACC000071,0.590131659472082,1,-0.02467085131979485,11
ACC007404,0.5901227419854708,1,-0.024693145036323028,11
ACC009801,0.5899727392943402,1,-0.025068151764149282,13
ACC005298,0.5899666006063763,1,-0.02508349848405933,14
ACC004532,0.5899605842956513,1,-0.025098539260871633,11
ACC005572,0.5899195690038069,1,-0.025201077490482504,14
ACC007851,0.58982007485266,1,-0.02544981286835002,13
ACC006983,0.5897880840068422,1,-0.025529789982894457,19
ACC003143,0.5897335997010704,1,-0.025666000747323836,11
ACC000472,0.5897164779156497,1,-0.025708805210875707,11
ACC003878,0.5896142448705162,1,-0.025964387823709634,12
ACC005940,0.58956528395132,1,-0.02608679012170001,16
ACC001746,0.5895511176392174,1,-0.026122205901956463,11
ACC005465,0.5894411798109829,1,-0.02639705047254287,14
ACC002376,0.5894299507266224,1,-0.02642512318344392,11
ACC000348,0.589380500337954,1,-0.026548749155114904,12
ACC008239,0.5893397232728571,1,-0.02665069181785712,14
ACC006181,0.5892958511465157,1,-0.026760372133710686,16
ACC004726,0.5892217047371033,1,-0.026945738157241494,11
ACC000521,0.58921815462487,1,-0.026954613437824793,11
ACC006944,0.5891685621866306,1,-0.027078594533423372,13
ACC003452,0.5891021988308,1,-0.02724450292300007,11
ACC001364,0.58905578768677,1,-0.027360530783074766,13
ACC006897,0.5889781517456079,1,-0.027554620635980187,15
ACC005614,0.5889753180189937,1,-0.027561704952515753,12
ACC008193,0.5889696945683454,1,-0.027575763579136436,12
ACC001692,0.5889564611928877,1,-0.02760884701778077,12
ACC008837,0.5889128464044324,1,-0.027717883988919,20
ACC005889,0.5889108806207968,1,-0.027722798448008068,12
ACC007584,0.5888834848252064,1,-0.0277912879369841,11
ACC002267,0.5888596311003921,1,-0.02785092224901986,14
ACC002101,0.5888395104869583,1,-0.027901223782604234,11
ACC009378,0.5887306511368237,1,-0.028173372157940912,15
ACC000618,0.5885969220890939,1,-0.028507694777265224,13
ACC003772,0.5884496285897376,1,-0.02887592852565607,12
ACC001567,0.5884405172818132,1,-0.028898706795466744,11
ACC004055,0.5883550762121652,1,-0.029112309469586928,11
ACC007187,0.588332685435773,1,-0.0291682864105674,15
ACC004127,0.5880355821466112,1,-0.02991104463347183,16
ACC001410,0.5880143382549714,1,-0.029964154362571382,13
ACC004183,0.5879578512485895,1,-0.030105371878526244,12
ACC003532,0.5877540200138669,1,-0.030614949965332594,15
ACC004671,0.5877087760500449,1,-0.030728059874887692,13
ACC007101,0.5876574225444583,1,-0.030856443638854147,12
ACC001926,0.5876351732424706,1,-0.03091206689382331,16
ACC001343,0.5876102364281872,1,-0.030974408929531905,11
ACC005901,0.5875702861020167,1,-0.03107428474495838,17
ACC007719,0.5874858989088265,1,-0.03128525272793364,11
ACC005362,0.587465540119033,1,-0.03133614970241755,13
ACC002240,0.5874307749923972,1,-0.031423062519007006,11
ACC000238,0.5872664166128693,1,-0.03183395846782677,19
ACC007598,0.5872289093922041,1,-0.031927726519489774,16
ACC004925,0.5870660596560914,1,-0.03233485085977139,14
ACC002893,0.5870150038648041,1,-0.0324624903379897,13
ACC002879,0.586975413806425,1,-0.032561465483937346,11
ACC007879,0.5869642833613492,1,-0.032589291596626824,12
ACC006786,0.5869490813696173,1,-0.03262729657595659,12
ACC006476,0.5869094505145137,1,-0.03272637371371556,12
ACC003246,0.5868760064237508,1,-0.0328099839406229,14
ACC004368,0.5867808788806291,1,-0.03304780279842706,12
ACC000105,0.5866835349679338,1,-0.0332911625801654,15
ACC002444,0.5866198565676357,1,-0.033450358580910555,11
ACC006438,0.5865635918075859,1,-0.033591020481035294,13
ACC006246,0.586513621699734,1,-0.033715945750665055,12
ACC000906,0.5864866928969086,1,-0.03378326775772844,12
ACC007231,0.586465978046317,1,-0.03383505488420746,15
ACC006591,0.5863986872525152,1,-0.03400328186871199,14
ACC007606,0.5862640570832414,1,-0.03433985729189659,16
ACC000473,0.5861808249585587,1,-0.03454793760360303,13
ACC003139,0.5861029535367905,1,-0.03474261615802371,12
ACC000887,0.5860680588299757,1,-0.0348298529250608,13
ACC009588,0.5859638113027599,1,-0.03509047174310015,11
ACC001526,0.5859255568375761,1,-0.03518610790605964,11
ACC004221,0.5858827073493551,1,-0.03529323162661219,11
ACC005333,0.5858436111870122,1,-0.03539097203246949,12
ACC001681,0.5857752783939049,1,-0.035561804015237786,11
ACC003187,0.5857595773199963,1,-0.03560105670000918,13
ACC004569,0.5856471786470636,1,-0.035882053382340906,15
ACC006777,0.5856470955882133,1,-0.03588226102946668,13
ACC002941,0.5856077635500396,1,-0.03598059112490076,11
ACC006975,0.585526226270553,1,-0.036184434323617454,12
ACC003433,0.5854804382088427,1,-0.03629890447789319,13
ACC006423,0.5854719517937156,1,-0.036320120515710874,13
ACC004316,0.5854152037026944,1,-0.03646199074326384,12
ACC002174,0.5853493654151889,1,-0.03662658646202771,11
ACC000100,0.5853091220885625,1,-0.03672719477859393,17
ACC009690,0.5853060104885671,1,-0.036734973778582036,11
ACC008301,0.5852232279278485,1,-0.03694193018037856,11
ACC000775,0.5852056860301046,1,-0.03698578492473842,15
ACC005494,0.5851961546123008,1,-0.03700961346924786,11
ACC007488,0.5851841681387476,1,-0.03703957965313093,11
ACC006358,0.5851614082333462,1,-0.03709647941663452,14
ACC005453,0.5851407351823269,1,-0.03714816204418281,15
ACC000146,0.5850016752471123,1,-0.03749581188221923,13
ACC003074,0.5848026966108848,1,-0.03799325847278784,14
ACC006240,0.5847989143122467,1,-0.03800271421938323,11
ACC009016,0.5847348924373916,1,-0.03816276890652093,14
ACC008613,0.5847269475371901,1,-0.03818263115702475,17
ACC001037,0.5847114072113577,1,-0.03822148197160552,14
ACC007724,0.5846652138999874,1,-0.03833696525003144,14
ACC005134,0.5846533103343273,1,-0.03836672416418169,12
ACC007947,0.5845874250608531,1,-0.038531437347867126,11
ACC007803,0.5845613229274812,1,-0.03859669268129701,14
ACC003495,0.5845608756556491,1,-0.03859781086087721,11
ACC008856,0.5845419741157776,1,-0.03864506471055612,12
ACC001272,0.5844850846894512,1,-0.03878728827637218,11
ACC008349,0.5844589483327595,1,-0.03885262916810117,14
ACC003391,0.5844324001662983,1,-0.03891899958425432,11
ACC003962,0.5844093756115976,1,-0.03897656097100616,19
ACC007887,0.5844031509985289,1,-0.03899212250367767,12
ACC007295,0.5843728132319558,1,-0.03906796692011061,14
ACC001328,0.5842352669638508,1,-0.039411832590373064,14
ACC007807,0.5841843898636722,1,-0.039539025340819434,13
ACC006666,0.5841463878491564,1,-0.03963403037710883,13
ACC009149,0.5841347764829704,1,-0.039663058792574035,16
ACC002683,0.5840979729339321,1,-0.039755067665169896,13
ACC009116,0.584067772342894,1,-0.03983056914276489,12
ACC009320,0.5840669927867125,1,-0.039832518033218856,11
ACC008841,0.5840085494483582,1,-0.039978626379104265,13
ACC002288,0.583961138732063,1,-0.04009715316984247,11
ACC009628,0.583944277802118,1,-0.04013930549470501,16
ACC006933,0.5839361126984177,1,-0.040159718253955756,11
ACC000889,0.5838097571468677,1,-0.040475607132830715,11
ACC007949,0.583790963653353,1,-0.04052259086661736,13
ACC006249,0.5837406029158207,1,-0.04064849271044807,11
ACC009202,0.583675181249922,1,-0.04081204687519485,12
ACC005294,0.5836604844758713,1,-0.04084878881032167,12
ACC000051,0.5836569056689452,1,-0.04085773582763674,12
ACC007458,0.5836555262947025,1,-0.040861184263243755,12
ACC004834,0.5836097198223961,1,-0.040975700444009666,12
ACC004642,0.5835825132332133,1,-0.041043716916966566,11
ACC001349,0.5835366513678699,1,-0.04115837158032509,12
ACC009630,0.5835027489752154,1,-0.04124312756196147,11
ACC003661,0.583502086475688,1,-0.041244783810779895,11
ACC008333,0.5834955776798788,1,-0.04126105580030287,14
ACC005568,0.5834545163633629,1,-0.04136370909159265,11
ACC001439,0.5833415196901505,1,-0.04164620077462389,11
ACC004512,0.5833318353404104,1,-0.04167041164897384,13
ACC009299,0.5833019752030629,1,-0.041745061992342514,12
ACC005711,0.5832094852908581,1,-0.04197628677285464,14
ACC003777,0.5830979021956398,1,-0.0422552445109004,11
ACC009058,0.5830873106146919,1,-0.04228172346327014,11
ACC003985,0.5830840777930191,1,-0.04228980551745232,14
ACC001786,0.5830409440429463,1,-0.04239763989263434,11
ACC008701,0.5828928651576564,1,-0.042767837105858963,12
ACC007275,0.5828459757620417,1,-0.04288506059489572,11
ACC009885,0.5828334856300462,1,-0.042916285924884334,14
ACC000334,0.5827670335012355,1,-0.04308241624691128,16
ACC001433,0.5827580791148181,1,-0.043104802212954485,11
ACC003151,0.5827170763972033,1,-0.04320730900699177,12
ACC001245,0.5827168122538496,1,-0.04320796936537574,12
ACC007994,0.5827136494715994,1,-0.04321587632100132,11
ACC004712,0.5826379545877545,1,-0.04340511353061388,11
ACC002048,0.5826064615758926,1,-0.043483846060268394,14
ACC004381,0.5825594157008415,1,-0.04360146074789628,11
ACC004311,0.5824691870116498,1,-0.04382703247087527,11
ACC001606,0.5824575341311553,1,-0.04385616467211173,14
ACC005535,0.5824174760127728,1,-0.043956309968067986,12
ACC001610,0.5823170687825601,1,-0.044207328043599725,13
ACC009847,0.5823035321916693,1,-0.04424116952082674,11
ACC006842,0.582252388542003,1,-0.044369028644992425,11
ACC002924,0.5822388373784076,1,-0.044402906553980936,11
ACC006411,0.5821895305665217,1,-0.044526173583695705,11
ACC000542,0.5821686989511425,1,-0.044578252622143544,12
ACC008359,0.5821657889273087,1,-0.044585527681727966,11
ACC008005,0.5820277022052975,1,-0.04493074448675599,13
ACC005752,0.581966410063508,1,-0.045083974841229835,12
ACC005101,0.5819418469741505,1,-0.04514538256462358,14
ACC004439,0.5819166092299574,1,-0.0452084769251066,13
ACC006155,0.5819079333826145,1,-0.045230166543463846,11
ACC000914,0.5818557703046194,1,-0.0453605742384513,12
ACC007644,0.5818471585666591,1,-0.04538210358335221,13
ACC003062,0.5818319430405429,1,-0.04542014239864289,11
ACC001660,0.5818280212833408,1,-0.045429946791648024,11
ACC007405,0.5817670495176922,1,-0.04558237620576944,12
ACC006057,0.5817625097346172,1,-0.045593725663456985,13
ACC009448,0.5817595479885517,1,-0.04560113002862087,16
ACC001598,0.5817141725313366,1,-0.04571456867165852,12
ACC003404,0.5817054562733368,1,-0.045736359316657815,14
ACC007091,0.5816682134591055,1,-0.04582946635223639,14
ACC008647,0.5815913467506357,1,-0.04602163312341062,17
ACC002108,0.5815266197510452,1,-0.04618345062238677,12
ACC002971,0.5814854267671806,1,-0.04628643308204844,12
ACC003829,0.5814388768713781,1,-0.046402807821554815,12
ACC009064,0.5813700090098276,1,-0.04657497747543088,15
ACC008589,0.5812258903425104,1,-0.046935274143724004,11
ACC002353,0.5812200519942172,1,-0.046949870014456996,11
ACC006204,0.5811234298083877,1,-0.047191425479030547,12
ACC006359,0.5810972599551051,1,-0.04725685011223718,11
ACC002550,0.5810579790523024,1,-0.04735505236924392,13
ACC002499,0.5810529842871037,1,-0.047367539282240634,15
ACC002069,0.581025644123282,1,-0.04743588969179502,11
ACC000059,0.5809778069773188,1,-0.04755548255670278,12
ACC005702,0.5809423440188192,1,-0.04764413995295197,11
ACC009085,0.5809104124243741,1,-0.0477239689390645,12
ACC001352,0.5809095526900178,1,-0.04772611827495543,12
ACC000981,0.5809031325526669,1,-0.04774216861833269,12
ACC005228,0.580831259544385,1,-0.04792185113903752,12
ACC008692,0.5807428740525428,1,-0.04814281486864297,12
ACC003129,0.5806244287502029,1,-0.048438928124492686,13
ACC005601,0.5806240475430968,1,-0.048439881142258,11
ACC009408,0.5806226676576441,1,-0.04844333085588959,12
ACC002292,0.5805713427074696,1,-0.04857164323132601,11
ACC001877,0.5805554716430336,1,-0.04861132089241599,13
ACC006274,0.5805549271397471,1,-0.04861268215063225,12
ACC000323,0.5805501498482267,1,-0.04862462537943324,11
ACC006850,0.580524406130454,1,-0.048688984673864955,13
ACC003113,0.5804383741201076,1,-0.04890406469973102,13
ACC008259,0.5803869059393462,1,-0.04903273515163464,11
ACC009452,0.5803765185216203,1,-0.04905870369594928,12
ACC006430,0.5803511473397968,1,-0.049122131650507994,11
ACC008668,0.5803165234729457,1,-0.04920869131763567,12
ACC007007,0.5802858882547485,1,-0.049285279363128764,11
