account_id,structuring_score,circular_score,layering_score,fusion_score,pattern_tag
ACC000590,0.0002709588152141,0.0,0.590842303315724,0.05204807978586048,layering
ACC008841,0.0050541082066024,0.0,0.5840085494483582,0.05204685452112928,layering
ACC005712,0.0,0.0,0.5908583550671297,0.052031241722698705,layering
ACC000573,0.0,0.0,0.5908088117048537,0.052028984722374993,layering
ACC001251,0.0,0.0,0.590799891323398,0.05202857835478324,layering
ACC000825,0.0,0.0,0.5906059044087602,0.052019742031145864,layering
ACC009011,0.0,0.0,0.5903085519920482,0.05200620004519006,layering
ACC004150,0.0,0.0,0.5902613391440777,0.0520040501902085,layering
ACC000071,0.0,0.0,0.590131659472082,0.05199814560924237,layering
ACC009801,0.0,0.0,0.5899727392943402,0.05199091051224134,layering
ACC007851,0.0,0.0,0.58982007485266,0.05198396111375373,layering
ACC005901,0.0015267031309013,0.0,0.5875702861020167,0.051980449606379174,layering
ACC003143,0.0,0.0,0.5897335997010704,0.05198002509030086,layering
ACC000472,0.0,0.0,0.5897164779156497,0.05197924580447385,layering
ACC006181,0.0,0.0,0.5892958511465157,0.05196010474520423,layering
ACC004726,0.0,0.0,0.5892217047371033,0.05195673132639019,layering
ACC006944,0.0,0.0,0.5891685621866306,0.05195431364173046,layering
ACC009628,0.0035366168265064,0.0,0.583944277802118,0.051945609200373756,layering
ACC005614,0.0,0.0,0.5889753180189937,0.05194552302439277,layering
ACC008193,0.0,0.0,0.5889696945683454,0.05194526723641636,layering
ACC008837,0.0,0.0,0.5889128464044324,0.05194268151071234,layering
ACC007584,0.0,0.0,0.5888834848252064,0.05194134605365773,layering
ACC009378,0.0,0.0,0.5887306511368237,0.05193439522049095,layering
ACC000618,0.0,0.0,0.5885969220890939,0.05192831398224238,layering
ACC008470,-0.0028824783233754,0.0,0.5926151633936421,0.05192450387138419,layering
ACC003772,0.0,0.0,0.5884496285897376,0.051921616688655525,layering
ACC007187,0.0,0.0,0.588332685435773,0.05191629997749766,layering
ACC004183,0.0,0.0,0.5879578512485895,0.05189926195966997,layering
ACC007807,0.0025328290198705,0.0,0.5841843898636722,0.051891581368583906,layering
ACC000238,0.0,0.0,0.5872664166128693,0.05186784679429213,layering
ACC004925,0.0,0.0,0.5870660596560914,0.05185874698402851,layering
ACC002893,0.0,0.0,0.5870150038648041,0.05185642837390617,layering
ACC007879,0.0,0.0,0.5869642833613492,0.05185412508733126,layering
ACC006786,0.0,0.0,0.5869490813696173,0.05185343476318883,layering
ACC006476,0.0,0.0,0.5869094505145137,0.05185163516247722,layering
ACC003246,0.0,0.0,0.5868760064237508,0.05185011654298392,layering
ACC001352,0.0041381007690612,0.0,0.5809095526900178,0.05184659527571792,layering
ACC006438,0.0,0.0,0.5865635918075859,0.05183593254214615,layering
ACC006246,0.0,0.0,0.586513621699734,0.051833664179199955,layering
ACC000906,0.0,0.0,0.5864866928969086,0.05183244180132708,layering
ACC007231,0.0,0.0,0.586465978046317,0.05183150151163825,layering
ACC006591,0.0,0.0,0.5863986872525152,0.05182844715532716,layering
ACC007606,0.0,0.0,0.5862640570832414,0.05182233674831502,layering
ACC000473,0.0,0.0,0.5861808249585587,0.05181855946498328,layering
ACC003139,0.0,0.0,0.5861029535367905,0.05181502569951589,layering
ACC009588,0.0,0.0,0.5859638113027599,0.0518087120629915,layering
ACC007598,-0.0008897660380416,0.0,0.5872289093922041,0.05180866116552256,layering
ACC003187,0.0,0.0,0.5857595773199963,0.05179944617858308,layering
ACC004569,0.0,0.0,0.5856471786470636,0.051794347435500335,layering
ACC002941,0.0,0.0,0.5856077635500396,0.051792559560090386,layering
ACC006975,0.0,0.0,0.585526226270553,0.051788861200607696,layering
ACC006423,0.0,0.0,0.5854719517937156,0.05178639956291109,layering
ACC009960,0.0152423683334771,0.0,0.5637761541334521,0.051786195947490225,layering
ACC002174,0.0,0.0,0.5853493654151889,0.05178084002231972,layering
ACC009690,0.0,0.0,0.5853060104885671,0.051778873923644,layering
ACC008301,0.0,0.0,0.5852232279278485,0.05177512002076082,layering
ACC000775,0.0,0.0,0.5852056860301046,0.051774324589392365,layering
ACC007488,0.0,0.0,0.5851841681387476,0.051773348883727775,layering
ACC000146,0.0,0.0,0.5850016752471123,0.051765074638491254,layering
ACC008613,0.0,0.0,0.5847269475371901,0.0517526208153369,layering
ACC005134,0.0,0.0,0.5846533103343273,0.05174928321082419,layering
ACC007947,0.0,0.0,0.5845874250608531,0.05174629713482592,layering
ACC001272,0.0,0.0,0.5844850846894512,0.05174165915084278,layering
ACC006843,0.0201045293440588,0.0,0.555837596912395,0.05173998823332285,layering
ACC003962,0.0,0.0,0.5844093756115976,0.0517382283287548,layering
ACC007295,0.0,0.0,0.5843728132319558,0.05173657155003664,layering
ACC001328,0.0,0.0,0.5842352669638508,0.05173033926139919,layering
ACC002683,0.0,0.0,0.5840979729339321,0.051724119109648935,layering
ACC009116,0.0,0.0,0.584067772342894,0.05172275095669821,layering
ACC009320,0.0,0.0,0.5840669927867125,0.05172271564154797,layering
ACC002288,0.0,0.0,0.583961138732063,0.0517179204941446,layering
ACC006933,0.0,0.0,0.5839361126984177,0.051716786886010516,layering
ACC000889,0.0,0.0,0.5838097571468677,0.05171106369769516,layering
ACC007949,0.0,0.0,0.583790963653353,0.05171021251041341,layering
ACC009202,0.0,0.0,0.583675181249922,0.05170496883297511,layering
ACC005294,0.0,0.0,0.5836604844758713,0.05170430326569713,layering
ACC007458,0.0,0.0,0.5836555262947025,0.05170407872823903,layering
ACC004834,0.0,0.0,0.5836097198223961,0.05170200436824326,layering
ACC004642,0.0,0.0,0.5835825132332133,0.05170077234684465,layering
ACC001439,0.0,0.0,0.5833415196901505,0.051689860422902315,layering
ACC004512,0.0,0.0,0.5833318353404104,0.051689421971655734,layering
ACC005711,0.0,0.0,0.5832094852908581,0.051683882973123534,layering
ACC003777,0.0,0.0,0.5830979021956398,0.051678831902554366,layering
ACC009058,0.0,0.0,0.5830873106146919,0.05167835247405099,layering
ACC003985,0.0,0.0,0.5830840777930191,0.05167820614103501,layering
ACC001786,0.0,0.0,0.5830409440429463,0.05167625373809024,layering
ACC002389,-0.008212003901064,0.0,0.5947127365103834,0.05167559049761432,layering
ACC008701,0.0,0.0,0.5828928651576564,0.05166955163681121,layering
ACC000334,0.0,0.0,0.5827670335012355,0.05166385709869531,layering
ACC001433,0.0,0.0,0.5827580791148181,0.05166345188866913,layering
ACC003151,0.0,0.0,0.5827170763972033,0.05166159644399668,layering
ACC007994,0.0,0.0,0.5827136494715994,0.05166144137247358,layering
ACC002048,0.0,0.0,0.5826064615758926,0.051656591244160985,layering
ACC004311,0.0,0.0,0.5824691870116498,0.051650380357668356,layering
ACC002745,-0.0083224142295803,0.0,0.59430586472421,0.051650068552231566,layering
ACC009620,-0.0126636387458605,0.0,0.6003745209498729,0.05164512342838588,layering
ACC001610,0.0,0.0,0.5823170687825601,0.051643498705244324,layering
ACC009847,0.0,0.0,0.5823035321916693,0.051642886367565366,layering
ACC006842,0.0,0.0,0.582252388542003,0.051640572908795535,layering
ACC002924,0.0,0.0,0.5822388373784076,0.051639959944750756,layering
ACC008359,0.0,0.0,0.5821657889273087,0.05163665583968331,layering
ACC008005,0.0,0.0,0.5820277022052975,0.051630410489642,layering
ACC000914,0.0,0.0,0.5818557703046194,0.05162263539702097,layering
ACC006057,0.0,0.0,0.5817625097346172,0.051618418437075174,layering
ACC009448,0.0,0.0,0.5817595479885517,0.051618284521243056,layering
ACC002079,-0.0126636387458605,0.0,0.5997401898173599,0.051616435513732246,layering
ACC001598,0.0,0.0,0.5817141725313366,0.051616232903603634,layering
ACC002108,0.0,0.0,0.5815266197510452,0.0516077536617491,layering
ACC002971,0.0,0.0,0.5814854267671806,0.05160589150761625,layering
ACC006359,0.0,0.0,0.5810972599551051,0.05158834730842793,layering
ACC002550,0.0,0.0,0.5810579790523024,0.051586572221100586,layering
ACC002069,0.0,0.0,0.581025644123282,0.05158511106272061,layering
ACC000059,0.0,0.0,0.5809778069773188,0.05158294945829089,layering
ACC005702,0.0,0.0,0.5809423440188192,0.051581347058273296,layering
ACC005439,0.0091059379625434,0.0,0.567952425274674,0.05157993181406118,layering
ACC000981,0.0,0.0,0.5809031325526669,0.05157957533607481,layering
ACC005228,0.0,0.0,0.580831259544385,0.051576327991401466,layering
ACC003129,0.0,0.0,0.5806244287502029,0.05156698410322563,layering
ACC000107,-0.0077157024447712,0.0,0.5914782988206149,0.05156127944643778,layering
ACC003113,0.0,0.0,0.5804383741201076,0.051558580176765685,layering
ACC006430,0.0,0.0,0.5803511473397968,0.051554640664609616,layering
ACC000443,0.0,0.0,0.580238163234185,0.05154953827120879,layering
ACC003910,0.0,0.0,0.5801814901311223,0.05154697907807564,layering
ACC008049,0.0,0.0,0.58010997292418,0.05154374973969192,layering
ACC009614,0.0,0.0,0.5801049602704224,0.05154352340196495,layering
ACC007902,0.0,0.0,0.5796586044416109,0.05152337274272632,layering
ACC009278,0.0,0.0,0.5796469025902192,0.051522844564829424,layering
ACC000410,0.0,0.0,0.5795768537275007,0.05151968292767527,layering
ACC008212,0.0,0.0,0.5795691952545354,0.0515193372756211,layering
ACC006925,0.0,0.0,0.5795128316310668,0.05151679346751958,layering
ACC005458,0.0,0.0,0.579166728221317,0.051501175701336596,layering
ACC002582,0.0,0.0,0.5791651368332736,0.05150110390098405,layering
ACC001572,0.0,0.0,0.5791239172581802,0.05149924418640906,layering
ACC003742,0.0,0.0,0.579108153519774,0.05149853298640273,layering
ACC000480,0.0,0.0,0.5790932013118715,0.051497858408153956,layering
ACC003629,0.0043903881860327,0.0,0.5727998090032889,0.05149580743719013,layering
ACC002043,0.0,0.0,0.5789718034413036,0.051492381776334924,layering
ACC000266,0.0,0.0,0.5788798289745758,0.051488232891618364,layering
ACC006888,0.0,0.0,0.5788728896285378,0.05148791987684318,layering
ACC000604,0.0,0.0,0.5787011128030184,0.051480172071278786,layering
ACC009595,0.0,0.0,0.5786675160803494,0.05147865685682119,layering
ACC009452,-0.0012331333051441,0.0,0.5803765185216203,0.05147658859176255,layering
ACC005732,0.0,0.0,0.5784793741117698,0.05147017242075585,layering
ACC000849,0.0,0.0,0.57844974417663,0.051468836351971865,layering
ACC001560,0.0,0.0,0.5784162593561314,0.0514673264987289,layering
ACC002693,0.0,0.0,0.5782916155953065,0.051461706595269885,layering
ACC004785,0.0,0.0,0.578265277719847,0.051460519154692005,layering
ACC008665,0.0,0.0,0.5782054082493359,0.05145782004177995,layering
ACC008091,0.0,0.0,0.5779676158788238,0.05144710090046929,layering
ACC008342,0.0,0.0,0.5778985197040254,0.0514439865974447,layering
ACC002223,0.0,0.0,0.5778763705698561,0.0514429883293325,layering
ACC006541,0.0,0.0,0.5778743192558867,0.05144289587692436,layering
ACC004892,0.0,0.0,0.5778239356632244,0.05144062514540651,layering
ACC001877,-0.0019840352854577,0.0,0.5805554716430336,0.05143648217180246,layering
ACC006650,0.0,0.0,0.5774435131923529,0.051423482994881836,layering
ACC003183,0.0,0.0,0.5774393202236734,0.051423294086358325,layering
ACC002178,0.0,0.0,0.5774330150070359,0.051423010014600215,layering
ACC007589,0.0,0.0,0.5774245780994688,0.051422629905134576,layering
ACC000366,0.0,0.0,0.5773492702896126,0.051419237166984134,layering
ACC004461,0.0,0.0,0.5772153292093645,0.051413203428672234,layering
ACC000998,0.0,0.0,0.5772094045523225,0.05141293655193383,layering
ACC005917,0.0,0.0,0.5771711402770795,0.05141121296558291,layering
ACC001167,0.0,0.0,0.5771434940440335,0.05140996769520023,layering
ACC005656,0.0,0.0,0.57704789952973,0.05140566204752424,layering
ACC005713,0.0,0.0,0.5770244003981859,0.05140460368147325,layering
ACC003939,0.0,0.0,0.5769926324319067,0.051403172932126276,layering
ACC001796,0.0,0.0,0.57699160639375,0.0514031267225747,layering
ACC007199,0.0,0.0,0.5769554805588378,0.0514014997529308,layering
ACC003776,0.0,0.0,0.5767761460637836,0.051393423933116335,layering
ACC009770,0.0,0.0,0.5767388719725234,0.05139174555088942,layering
ACC004480,0.0,0.0,0.5767373841841438,0.051391678559652744,layering
ACC005564,0.0,0.0,0.5767146121817139,0.051390653205986625,layering
ACC001410,-0.0079638951467639,0.0,0.5880143382549714,0.05138913864115278,layering
ACC003667,0.0,0.0,0.5766501498401742,0.051387750768689434,layering
ACC009796,0.0,0.0,0.5766307331407615,0.05138687655604705,layering
ACC009214,0.0,0.0,0.5766199788477055,0.0513863923634859,layering
ACC003245,0.0,0.0,0.5764741073996168,0.051379825192022034,layering
ACC008436,0.0,0.0,0.5764700931765504,0.05137964448185354,layering
ACC001761,0.0,0.0,0.576456857765279,0.05137904866137569,layering
ACC003872,0.0,0.0,0.5764546859657539,0.051378950893777586,layering
ACC003635,0.0,0.0,0.5764544139873468,0.051378938650175746,layering
ACC001868,0.0,0.0,0.5764318778281667,0.05137792415363772,layering
ACC005430,0.0,0.0,0.5763894776694538,0.05137601550290001,layering
ACC000836,0.0,0.0,0.57633493827767,0.0513735605010262,layering
ACC002741,0.0,0.0,0.576330765707212,0.05137337268413362,layering
ACC002263,0.0,0.0,0.576289948929832,0.05137153546233963,layering
ACC001052,0.0,0.0,0.5762358467794795,0.051369100342598055,layering
ACC009806,0.0,0.0,0.5762105108463087,0.0513679600182331,layering
ACC001586,0.0,0.0,0.5761271695108657,0.05136420914491158,layering
ACC007619,0.0,0.0,0.5760837714893668,0.05136225606926662,layering
ACC007824,0.0,0.0,0.5760367952659017,0.05136014204012461,layering
ACC005265,0.0,0.0,0.5759346511815835,0.0513555456249091,layering
ACC004383,0.0,0.0,0.575929662111067,0.05135532113005194,layering
ACC003265,0.0,0.0,0.5758522283088432,0.05135183693462896,layering
ACC000150,0.0,0.0,0.5758410307299568,0.05135133310917932,layering
ACC006742,0.0,0.0,0.575774544330322,0.05134834170699933,layering
ACC009583,0.0,0.0,0.5757494198131797,0.051347211330220674,layering
ACC009941,0.0,0.0,0.5756731560155863,0.051343780290987476,layering
ACC007509,0.0,0.0,0.5756619156388523,0.05134327461494767,layering
ACC009284,0.0,0.0,0.5755553477397508,0.05133848062950147,layering
ACC009548,0.0,0.0,0.5755460192998636,0.05133806100729171,layering
