account_id,account_type,created_at,initial_balance
ACC000305,shell,2024-02-17,4252.9078641834585
ACC000306,individual,2024-01-22,8533.487203822433
ACC000307,individual,2024-04-29,28663.144951815015
ACC000308,company,2024-02-18,16714.800018815004
ACC000309,individual,2024-02-21,22640.535135668004
ACC000310,individual,2024-03-19,151355.5287532109
ACC000311,individual,2024-01-01,22288.236728858607
ACC000312,individual,2024-03-06,44788.27739522505
ACC000313,shell,2024-03-04,20603.86732135309
ACC000314,company,2024-01-08,20002.555049116643
ACC000315,individual,2024-03-26,8281.108980639341
ACC000316,individual,2024-01-25,31828.65378488423
ACC000317,individual,2024-03-06,278028.64270710666
ACC000318,individual,2024-04-24,24049.343391277627
ACC000319,individual,2024-03-13,16864.936778120853
ACC000320,individual,2024-03-13,68881.33772807367
ACC000321,individual,2024-03-17,61255.12203436983
ACC000322,individual,2024-03-10,34168.4299935732
ACC000323,individual,2024-04-03,16181.618007086554
ACC000324,shell,2024-03-19,69177.25894574661
ACC000325,individual,2024-02-20,24857.8779501669
ACC000326,individual,2024-02-22,54927.00506850891
ACC000327,individual,2024-01-15,9707.970811359155
ACC000328,individual,2024-02-19,12250.108729992198
ACC000329,individual,2024-03-11,24267.17778463639
ACC000330,individual,2024-03-15,6404.73432707522
ACC000331,company,2024-04-13,15215.941718978986
ACC000332,individual,2024-02-07,6127.00328384108
ACC000333,individual,2024-02-09,4699.668648452984
ACC000334,individual,2024-03-06,251699.87297786333
ACC000335,individual,2024-04-24,11980.375784285228
ACC000336,company,2024-04-21,13081.667105155952
ACC000337,individual,2024-02-08,23866.21403290741
ACC000338,individual,2024-03-14,7617.949116092826
ACC000339,individual,2024-04-17,13337.46040774685
ACC000340,individual,2024-01-17,137917.25302009023
ACC000341,individual,2024-01-07,31511.239884282513
ACC000342,individual,2024-04-27,59046.57052322273
ACC000343,individual,2024-04-13,106254.56316874071
ACC000344,individual,2024-02-08,27191.222183638085
ACC000345,individual,2024-03-08,17654.650171160916
ACC000346,individual,2024-02-04,5250.851549627353
ACC000347,individual,2024-02-20,15019.528798557883
ACC000348,individual,2024-02-16,18722.892194440905
ACC000349,individual,2024-02-05,9825.359145717508
ACC000350,individual,2024-03-04,103282.72496006313
ACC000351,company,2024-04-04,66323.16838179265
ACC000352,individual,2024-03-29,59014.71945593854
ACC000353,individual,2024-04-14,19610.04785926016
ACC000354,individual,2024-01-13,7839.7964448931425
ACC000355,individual,2024-01-18,83116.74911103857
ACC000356,individual,2024-01-21,30802.812652369397
ACC000357,individual,2024-04-21,47718.87840909736
ACC000358,company,2024-03-05,40914.808175444916
ACC000359,individual,2024-04-09,30050.27989883757
ACC000360,individual,2024-04-23,162692.2757244487
ACC000361,individual,2024-01-08,11414.118438822119
ACC000362,individual,2024-04-25,16172.546904210292
ACC000363,individual,2024-02-17,113681.80058999946
ACC000364,company,2024-03-25,23910.27150090735
ACC000365,individual,2024-02-12,19420.151955786245
ACC000366,shell,2024-04-25,17102.72121484687
ACC000367,company,2024-02-22,43447.24024141988
ACC000368,individual,2024-04-26,17513.28778717568
ACC000369,individual,2024-03-25,15653.450767425924
ACC000370,individual,2024-01-27,42736.79836082241
ACC000371,individual,2024-01-19,24179.42070780085
ACC000372,individual,2024-01-23,8026.894619136865
ACC000373,individual,2024-04-24,22743.084897749315
ACC000374,individual,2024-02-19,88834.60082018204
ACC000375,individual,2024-02-20,47349.24464555682
ACC000376,company,2024-02-12,100506.700050034
ACC000377,individual,2024-04-08,10600.96242571637
ACC000378,company,2024-04-13,64230.26363226723
ACC000379,individual,2024-04-25,11515.8903947321
ACC000380,individual,2024-02-20,6422.78484390246
ACC000381,individual,2024-04-15,9866.85346039428
ACC000382,individual,2024-04-21,25119.764948545424
ACC000383,company,2024-03-09,61571.32573447786
ACC000384,individual,2024-04-25,30043.921638760403
ACC000385,company,2024-02-10,18896.24153391862
ACC000386,individual,2024-03-12,7846.231250481062
ACC000387,individual,2024-01-11,44592.962387996005
ACC000388,company,2024-03-20,57735.218319735824
ACC000389,company,2024-04-12,29681.629751137556
ACC000390,shell,2024-04-20,7690.040861006569
ACC000391,individual,2024-03-28,49449.59414745038
ACC000392,individual,2024-03-25,75150.25155855548
ACC000393,company,2024-02-21,102029.45978405121
ACC000394,individual,2024-01-23,14218.55377038906
ACC000395,company,2024-02-18,34074.509297515804
ACC000396,company,2024-02-07,12906.266427523908
ACC000397,individual,2024-02-16,8757.261879367918
ACC000398,company,2024-03-12,107280.71452234259
ACC000399,company,2024-01-07,38737.64691539272
ACC000400,individual,2024-03-06,80237.6096064492
ACC000401,company,2024-04-03,6471.57578200973
ACC000402,individual,2024-03-17,29390.27378370471
ACC000403,company,2024-03-02,36618.1415060398
ACC000404,individual,2024-03-27,9583.72261219514
ACC000405,company,2024-01-29,97522.50647857749
ACC000406,individual,2024-02-07,17231.250132220957
ACC000407,individual,2024-04-10,34670.18213718852
ACC000408,company,2024-03-24,12704.882118399528
ACC000409,individual,2024-02-02,6671.449836916458
ACC000410,individual,2024-01-29,54888.5527147112
ACC000411,shell,2024-04-23,32179.05478617192
ACC000412,shell,2024-03-19,27924.27572376093
ACC000413,individual,2024-01-23,16677.75950922888
ACC000414,individual,2024-04-15,31314.284409072436
ACC000415,individual,2024-01-03,78138.4426082238
ACC000416,individual,2024-04-10,11116.552145415237
ACC000417,individual,2024-04-29,38571.64345591244
ACC000418,individual,2024-04-02,26970.26524789075
ACC000419,company,2024-02-14,18317.010201543264
ACC000420,company,2024-01-08,4249.018782264093
ACC000421,company,2024-03-26,21763.8907197121
ACC000422,individual,2024-04-26,43160.82458988821
ACC000423,individual,2024-01-29,30453.993655647657
ACC000424,individual,2024-01-02,5225.605747289659
ACC000425,individual,2024-04-14,76653.85276755664
ACC000426,individual,2024-04-22,114453.07186938527
ACC000427,company,2024-02-19,19741.98175920239
ACC000428,individual,2024-04-18,222142.94295332374
ACC000429,individual,2024-03-05,9608.945870931735
ACC000430,individual,2024-04-17,6172.7579912687
ACC000431,company,2024-01-20,7983.867304642039
ACC000432,individual,2024-02-21,28145.387664764316
ACC000433,individual,2024-03-25,3720.642654092607
ACC000434,individual,2024-02-06,16140.50365602441
ACC000435,individual,2024-03-12,414384.81815302477
ACC000436,individual,2024-01-27,4896.008650300087
ACC000437,company,2024-02-16,12744.951232707888
ACC000438,individual,2024-04-08,7816.027404534438
ACC000439,individual,2024-01-06,16567.245554207562
ACC000440,individual,2024-02-29,15550.419262157458
ACC000441,shell,2024-02-14,11276.078008010498
ACC000442,individual,2024-02-13,18839.202924724777
ACC000443,individual,2024-03-23,41489.91188465237
ACC000444,company,2024-01-18,88022.3325112777
ACC000445,company,2024-04-29,16573.73535639561
ACC000446,shell,2024-03-05,22154.26174954627
ACC000447,company,2024-01-25,35005.33748372609
ACC000448,individual,2024-01-27,6401.0773003989725
ACC000449,individual,2024-01-07,18908.1627404363
ACC000450,company,2024-02-13,13286.044826537469
ACC000451,individual,2024-04-15,57064.242511158445
ACC000452,individual,2024-01-29,126985.15285916036
ACC000453,company,2024-04-04,10126.767724775753
ACC000454,individual,2024-02-13,79220.48791311354
ACC000455,individual,2024-04-16,5123.6766542487885
ACC000456,individual,2024-02-05,26921.3164439795
ACC000457,individual,2024-01-19,28566.695052088548
ACC000458,individual,2024-01-06,4994.464889691666
ACC000459,individual,2024-01-25,9619.746754413634
ACC000460,individual,2024-01-31,8727.892009279292
ACC000461,individual,2024-01-09,5934.872181929611
ACC000462,individual,2024-03-24,1531.1618260943262
ACC000463,individual,2024-03-14,17903.48296173522
ACC000464,shell,2024-02-06,20195.72374512655
ACC000465,individual,2024-01-27,20037.775126317323
ACC000466,individual,2024-01-13,47368.18616855388
ACC000467,company,2024-02-10,3172.162086000096
ACC000468,individual,2024-03-06,15047.240262814516
ACC000469,shell,2024-04-23,284924.0424058666
ACC000470,individual,2024-03-25,53463.577837726596
ACC000471,shell,2024-04-06,53769.60744945985
ACC000472,individual,2024-01-24,7969.727162344137
ACC000473,company,2024-04-26,18107.76436438365
ACC000474,individual,2024-02-13,2208.655725424867
ACC000475,shell,2024-04-15,39556.38127873166
ACC000476,individual,2024-04-07,89348.44068653764
ACC000477,individual,2024-02-29,5167.800237898544
ACC000478,shell,2024-01-09,6912.700685893099
ACC000479,individual,2024-01-02,21332.179078098005
ACC000480,individual,2024-04-28,25675.538335532194
ACC000481,individual,2024-02-25,12813.755495244493
ACC000482,individual,2024-01-30,9746.177354000278
ACC000483,individual,2024-01-22,9851.142692080766
ACC000484,individual,2024-04-19,20972.530860317216
ACC000485,company,2024-03-15,39582.29468965839
ACC000486,individual,2024-04-28,20966.847014500687
ACC000487,individual,2024-04-16,19056.055563985512
ACC000488,shell,2024-03-21,3792.367312246273
ACC000489,company,2024-04-09,52420.79671111959
ACC000490,individual,2024-01-13,20923.115299936908
ACC000491,individual,2024-03-11,14233.786784166128
ACC000492,individual,2024-01-16,28428.24125498741
ACC000493,individual,2024-04-06,9472.897854797917
ACC000494,individual,2024-02-14,14532.469806565214
ACC000495,individual,2024-03-05,24528.418033366772
ACC000496,individual,2024-01-11,11175.12166117523
ACC000497,individual,2024-03-10,4248.514280858271
ACC000498,shell,2024-01-20,3610.233810177549
ACC000499,shell,2024-04-08,34397.28174174352
ACC000500,individual,2024-04-17,21351.797629586556
ACC000501,individual,2024-03-03,20609.971037697353
ACC000502,individual,2024-04-10,6892.556045936652
ACC000503,company,2024-04-14,21578.45548944553
ACC000504,individual,2024-03-30,14758.071136268127
ACC000505,individual,2024-01-12,12087.632745255998
ACC000506,company,2024-03-02,20433.873030230756
ACC000507,company,2024-04-03,29626.690295349064
ACC000508,company,2024-04-01,126741.2625048393
ACC000509,individual,2024-03-31,38765.78538938161
ACC000510,individual,2024-02-11,51925.36520318015
ACC000511,individual,2024-03-23,66479.90964345813
ACC000512,company,2024-03-09,10259.684597122186
ACC000513,company,2024-02-27,15980.354915148273
ACC000514,individual,2024-01-05,8911.42528054089
ACC000515,individual,2024-04-14,11138.669787227998
ACC000516,individual,2024-01-27,14353.62174668404
ACC000517,company,2024-01-28,10876.336202237795
ACC000518,shell,2024-01-26,27559.496545906353
ACC000519,individual,2024-03-31,33956.75665615475
ACC000520,individual,2024-04-25,5966.151356889496
ACC000521,individual,2024-02-18,16121.646464090272
ACC000522,shell,2024-04-15,16299.15221711126
ACC000523,company,2024-01-21,5052.273762938131
ACC000524,company,2024-01-01,10237.928505833765
ACC000525,individual,2024-04-27,52757.03097881773
ACC000526,individual,2024-04-01,52082.14743795536
ACC000527,individual,2024-04-21,4319.133810798165
ACC000528,individual,2024-02-27,35317.32822938622
ACC000529,company,2024-03-19,5062.99063866314
ACC000530,company,2024-02-24,14742.910555760243
ACC000531,shell,2024-03-21,19983.869503752685
ACC000532,shell,2024-01-26,46759.62381250257
ACC000533,individual,2024-03-24,18497.891100533587
ACC000534,company,2024-01-25,7991.530448723319
ACC000535,company,2024-03-17,6741.639741274006
ACC000536,company,2024-02-02,26055.617513770656
ACC000537,individual,2024-03-29,11686.627647275425
ACC000538,individual,2024-03-12,14636.978562748614
ACC000539,individual,2024-03-09,58131.59468940795
ACC000540,shell,2024-01-06,34026.602738748436
ACC000541,individual,2024-01-23,107677.49094629966
ACC000542,individual,2024-04-25,7956.96225164816
ACC000543,individual,2024-01-30,10837.943329447564
ACC000544,individual,2024-03-18,26467.8833887868
ACC000545,individual,2024-02-23,135780.85569651343
ACC000546,individual,2024-03-27,9948.07768454128
ACC000547,individual,2024-01-11,22888.97531221696
ACC000548,individual,2024-01-31,82555.83181945368
ACC000549,company,2024-01-06,23153.95796106724
ACC000550,individual,2024-01-11,61083.91506661093
ACC000551,company,2024-03-17,155980.99044514168
ACC000552,individual,2024-01-12,29587.990638212777
ACC000553,individual,2024-04-27,34838.57830737729
ACC000554,company,2024-03-06,46302.21424885364
ACC000555,individual,2024-02-22,8916.230103482076
ACC000556,individual,2024-04-08,5006.204279676843
ACC000557,individual,2024-04-28,25808.32495654305
ACC000558,company,2024-02-05,11788.392291338165
ACC000559,individual,2024-01-17,63117.80752977546
ACC000560,individual,2024-01-28,30160.764211218888
ACC000561,individual,2024-04-01,62057.174183408984
ACC000562,individual,2024-01-22,6623.313816216485
ACC000563,individual,2024-04-11,59966.20505842719
ACC000564,individual,2024-01-07,2211.0918344353913
ACC000565,individual,2024-01-15,7189.593094116203
ACC000566,individual,2024-04-05,41449.804305822705
ACC000567,individual,2024-01-11,13325.550785033674
ACC000568,company,2024-01-24,14672.030236564819
ACC000569,individual,2024-03-07,24519.75204227372
ACC000570,individual,2024-01-30,91304.46838131783
ACC000571,company,2024-03-10,3223.5242367943274
ACC000572,individual,2024-03-06,76780.52933412977
ACC000573,individual,2024-03-01,81426.8311871663
ACC000574,company,2024-03-18,13301.42402515238
ACC000575,company,2024-02-10,10994.11262961057
ACC000576,individual,2024-03-22,19575.40721599763
ACC000577,company,2024-02-20,10762.555412627029
ACC000578,individual,2024-02-13,31094.19952907028
ACC000579,individual,2024-04-04,35419.30361475743
ACC000580,individual,2024-01-13,4656.831105037
ACC000581,shell,2024-03-30,8774.840087567329
ACC000582,individual,2024-04-17,6733.571537427616
ACC000583,individual,2024-01-12,27301.242410987918
ACC000584,individual,2024-03-22,52697.964495166365
ACC000585,individual,2024-01-09,7529.353843586391
