sender_id,receiver_id,tx_count,total_amount
ACC000005,ACC008824,1,32.94644469061595
ACC000005,ACC009029,1,46.58194426510228
ACC000006,ACC000409,1,212.45398908183859
ACC000006,ACC001249,1,26.49133984852775
ACC000006,ACC001763,1,51.04348747513352
ACC000006,ACC001979,1,61.84251232049404
ACC000006,ACC005598,1,73.65971498448143
ACC000006,ACC006053,1,13.659205504810565
ACC000006,ACC006752,1,15.033281567814587
ACC000006,ACC006999,1,28.095182578131737
ACC000006,ACC008224,1,15.755819021242626
ACC000006,ACC008294,1,59.37168991616079
ACC000006,ACC009656,1,28.43768063385509
ACC000006,ACC009840,1,90.06021312884631
ACC000007,ACC002789,1,36.97398688974034
ACC000007,ACC004271,1,58.4629567875047
ACC000007,ACC009610,1,66.40276176164566
ACC000008,ACC001099,1,37.76778790956305
ACC000008,ACC006715,1,143.24988482591067
ACC000008,ACC007473,1,5.809997048050681
ACC000008,ACC009593,1,40.09992623110772
ACC000008,ACC009632,1,29.27574209212104
ACC000009,ACC001978,1,77.37082614222608
ACC000009,ACC002050,1,27.705927709883653
ACC000009,ACC002220,1,31.631590405070757
ACC000009,ACC002702,1,33.68640623084849
ACC000009,ACC006759,1,33.29178035518885
ACC000009,ACC008682,1,11.987488228186482
ACC000009,ACC008834,1,70.39754613497819
ACC000009,ACC009002,1,37.23821300957355
ACC000009,ACC009098,1,14.512427744259192
ACC000009,ACC009567,1,95.08915435544127
ACC000010,ACC000695,1,30.723122936303398
ACC000010,ACC000774,1,10.959655853668389
ACC000010,ACC001354,1,19.77801285583325
ACC000010,ACC001521,1,31.813514654200024
ACC000010,ACC002427,1,55.0815169720185
ACC000010,ACC003128,1,51.8285151224763
ACC000010,ACC006123,1,11.28178062825793
ACC000010,ACC006518,1,20.243369649175193
ACC000010,ACC006530,1,58.7557724463728
ACC000010,ACC006612,1,20.46818480931031
ACC000010,ACC008592,1,58.22836194537556
ACC000010,ACC009881,1,40.77968357508077
ACC000011,ACC001919,1,70.59656109427006
ACC000011,ACC002894,1,5.692448289088607
ACC000011,ACC003845,1,98.10382524877387
ACC000011,ACC005091,1,18.68733041995163
ACC000011,ACC006161,1,50.40705908492641
ACC000011,ACC007404,1,598.3565950334593
ACC000011,ACC007786,1,7.812337855879054
ACC000011,ACC008003,1,122.37573537927527
ACC000011,ACC008138,1,94.93209250719823
ACC000012,ACC000474,1,17.365843560209733
ACC000012,ACC000982,1,60.196447227251255
ACC000012,ACC001160,1,23.880439116569473
ACC000012,ACC002673,1,14.931138854975625
ACC000012,ACC002721,1,13.764234490643183
ACC000012,ACC002990,1,47.08255332431936
ACC000012,ACC003431,1,42.2424783241212
ACC000012,ACC003584,1,12.844265970410715
ACC000012,ACC005481,1,16.251993642309348
ACC000012,ACC005687,1,147.53075325881488
ACC000012,ACC007270,1,94.00430487317107
ACC000012,ACC007281,1,26.013070417172266
ACC000012,ACC009938,1,21.54819467831546
ACC000013,ACC000868,1,86.89487063888168
ACC000013,ACC001107,1,62.387632299481886
ACC000013,ACC002569,1,31.96558815637632
ACC000013,ACC003703,1,47.21687170615531
ACC000013,ACC004698,1,66.76113209973978
ACC000013,ACC004926,1,7.89260372978372
ACC000013,ACC004991,1,9.17305879014443
ACC000013,ACC005119,1,23.02246784530917
ACC000013,ACC006386,1,96.4585902662513
ACC000013,ACC007179,1,71.70945763833151
ACC000013,ACC007490,1,16.313542382156218
ACC000014,ACC001603,1,37.830503150517224
ACC000014,ACC003894,1,21.058149661963874
ACC000014,ACC004183,1,52.1679611175806
ACC000014,ACC007761,1,61.164097333242175
ACC000014,ACC007943,1,103.02819545200407
ACC000014,ACC008132,1,40.00595591090883
ACC000015,ACC000660,1,51.908704349445244
ACC000015,ACC001415,1,13.04943877309325
ACC000015,ACC001881,1,29.51641585805809
ACC000015,ACC003376,1,64.8302801959304
ACC000015,ACC005063,1,11.781055701761398
ACC000015,ACC005070,1,87.44626266482318
ACC000015,ACC005570,1,36.54052485093208
ACC000015,ACC006122,1,79.38280405192401
ACC000015,ACC006418,1,5.3316858318180556
ACC000015,ACC006725,1,43.86877539616166
ACC000015,ACC007244,1,22.561977389595253
ACC000016,ACC000245,1,123.27434835966805
ACC000016,ACC000769,1,78.12480251648395
ACC000016,ACC001587,1,160.7855233434233
ACC000016,ACC002790,1,18.765603584410044
ACC000016,ACC004472,1,20.53977343226573
ACC000016,ACC004561,1,35.90971649975053
ACC000016,ACC005416,1,17.747764668395885
ACC000016,ACC005741,1,71.30539127220374
ACC000016,ACC007242,1,12.65600125938398
ACC000016,ACC008076,1,23.545970473438164
ACC000016,ACC008209,1,41.19687214438426
ACC000016,ACC008554,1,41.88818286697716
ACC000016,ACC009014,1,14.469282908972012
ACC000016,ACC009927,1,29.045426393585757
ACC000017,ACC001569,1,14.78412055866588
ACC000017,ACC001640,1,97.01743402047738
ACC000017,ACC002300,1,25.88369281225934
ACC000017,ACC002528,1,7.647481509150613
ACC000017,ACC007069,1,34.993893804028474
ACC000017,ACC007477,1,21.334529787646126
ACC000017,ACC007924,1,16.490930560551675
ACC000017,ACC009872,1,125.42981487429788
ACC000018,ACC000785,1,13.065294813110574
ACC000018,ACC001443,1,27.088292518157036
ACC000018,ACC001525,1,25.32498416682495
ACC000018,ACC002865,1,32.217508764549876
ACC000018,ACC004027,1,32.7199416888115
ACC000018,ACC005482,1,221.34695020500934
ACC000018,ACC006867,1,21.14413983899485
ACC000018,ACC008609,1,22.412466225241108
ACC000018,ACC008634,1,42.534749171015
ACC000018,ACC009093,1,25.070052857664088
ACC000018,ACC009675,1,23.909409391999244
ACC000019,ACC001181,1,16.85252114212167
ACC000019,ACC001370,1,35.34646890798236
ACC000019,ACC001636,1,35.12273881469333
ACC000019,ACC001651,1,15.479286553972555
ACC000019,ACC002190,1,13.146423490092568
ACC000019,ACC002370,1,19.520373867782244
ACC000019,ACC002960,1,61.088797672806656
ACC000019,ACC004643,1,9.654262921713325
ACC000019,ACC005719,1,51.09288751405356
ACC000019,ACC006544,1,29.110754316761714
ACC000019,ACC008851,1,87.84382308665091
ACC000019,ACC009511,1,17.972742365467248
ACC000020,ACC001631,1,31.20193930309953
ACC000020,ACC001645,1,28.42994060379841
ACC000020,ACC001933,1,10.67837078761631
ACC000020,ACC003342,1,21.032107700872924
ACC000020,ACC003950,1,46.13913080015614
ACC000020,ACC004323,1,22.641982034376245
ACC000020,ACC004337,1,25.532984654399545
ACC000020,ACC007054,1,57.75785521835299
ACC000020,ACC007133,1,31.74030985458088
ACC000020,ACC007404,1,672.5662469351656
ACC000020,ACC007606,1,21.829603635254323
ACC000020,ACC008298,1,23.630020900820085
ACC000020,ACC008375,1,45.41488034823509
ACC000020,ACC009182,1,61.02894497303809
ACC000020,ACC009427,1,22.836581143367734
ACC000020,ACC009637,1,39.0072014184301
ACC000021,ACC002463,1,25.04129229066411
ACC000021,ACC003185,1,70.65817741465709
ACC000021,ACC003516,1,32.62152641581335
ACC000021,ACC005125,1,29.70851788970738
ACC000021,ACC005369,1,48.183304871782184
ACC000021,ACC005709,1,61.505166310309626
ACC000021,ACC006329,1,171.25569838321618
ACC000021,ACC006687,1,28.649445834609704
ACC000021,ACC008346,1,20.46294288889006
ACC000022,ACC000007,1,8.524272825833435
ACC000022,ACC000038,1,79.9097473805575
ACC000022,ACC000169,1,90.80251087699581
ACC000022,ACC000282,1,35.389450306832636
ACC000022,ACC000521,1,71.8013637135946
ACC000022,ACC001158,1,59309.00902442654
ACC000022,ACC001203,1,19.607713940550763
ACC000022,ACC001401,1,9.724925311884387
ACC000022,ACC001948,1,115.3809740885138
ACC000022,ACC003896,1,45.94951287503654
ACC000022,ACC003952,1,24.808526063235764
ACC000022,ACC004343,1,13.998247002048043
ACC000022,ACC005733,1,6.84284535006418
ACC000022,ACC006344,1,28.257053459804915
ACC000022,ACC006442,1,107.06220099065872
ACC000022,ACC008573,1,58.71234827402949
ACC000022,ACC008872,1,69.10571062819926
ACC000023,ACC000360,1,27.01151431262309
ACC000023,ACC000493,1,15.081793847012412
ACC000023,ACC000949,1,20.250781626472893
ACC000023,ACC001053,1,21.344210079841062
ACC000023,ACC001888,1,42.40853189804251
ACC000023,ACC002080,1,19.303240675852795
ACC000023,ACC002486,1,19.45359354648899
ACC000023,ACC003111,1,14.598120590159038
ACC000023,ACC003628,1,95.86521639245171
ACC000023,ACC004907,1,42.97609984670912
ACC000023,ACC004958,1,63.9152168514938
ACC000023,ACC006345,1,28.775053029139453
ACC000023,ACC006784,1,8.938334262093212
ACC000023,ACC007165,1,174.63108892129407
ACC000023,ACC007881,1,20.786085522941228
ACC000023,ACC008480,1,7.315694577769916
ACC000024,ACC001531,1,20.088816526762574
ACC000024,ACC002286,1,82.24793395670676
ACC000024,ACC002329,1,95.09971464906619
ACC000024,ACC003272,1,26.652571082468494
ACC000024,ACC003410,1,59.25498447894955
ACC000024,ACC004398,1,67.51174458809835
ACC000024,ACC004520,1,68.48210702413549
ACC000024,ACC004561,1,54.10043594390992
ACC000024,ACC004685,1,127.24217900092299
ACC000024,ACC006621,1,17.548843341616962
ACC000025,ACC001885,1,53.37143796857994
ACC000025,ACC001948,1,9.272162107401408
ACC000025,ACC002947,1,36807.742513750476
ACC000025,ACC003284,1,47.114782263574206
ACC000025,ACC007328,1,35.49409344088314
ACC000025,ACC007593,1,63.00403289006757
ACC000025,ACC009121,1,25.968822993979835
ACC000026,ACC000092,1,116.57541034043916
ACC000026,ACC000328,1,134.75716542631238
ACC000026,ACC001397,1,18.788261599205615
ACC000026,ACC001833,1,9.308541255653008
ACC000026,ACC002177,1,101.36849863982646
ACC000026,ACC003981,1,75.65639052244092
ACC000026,ACC005323,1,84.13023522460921
ACC000026,ACC007099,1,23.742121512832274
ACC000026,ACC007514,1,36.814791857567805
ACC000026,ACC009738,1,28.916021544468677
ACC000027,ACC000905,1,14.292515661023346
ACC000027,ACC001011,1,17.722113527055342
ACC000027,ACC003057,1,48.36774217344583
ACC000027,ACC003688,1,19.809076807287017
ACC000027,ACC005092,1,14826.877089330435
ACC000027,ACC005105,1,32.38734252073742
ACC000027,ACC005940,1,28.915498006673786
ACC000027,ACC006772,1,15.291002491966047
ACC000027,ACC006943,1,86.11121599909481
ACC000027,ACC008639,1,28.489738609816957
ACC000027,ACC009089,1,21.63819558439847
ACC000028,ACC000013,1,22.530641620673475
ACC000028,ACC000014,1,24.817240912065397
ACC000028,ACC001786,1,69.2444783548147
ACC000028,ACC002011,1,32.889270138874274
ACC000028,ACC003038,1,116.68453417820659
ACC000028,ACC003300,1,54.57155361228586
ACC000028,ACC006359,1,140.33654764911626
ACC000028,ACC006527,1,99.29870608214988
ACC000028,ACC008377,1,142.88062143335452
ACC000028,ACC008669,1,26.172768320172093
ACC000029,ACC000882,1,53.77606147561601
ACC000029,ACC000947,1,16.913602072991928
ACC000029,ACC001819,1,75.9619815712914
ACC000029,ACC002220,1,72.45998835109424
ACC000029,ACC002322,1,14.482451985684737
ACC000029,ACC004225,1,59.18612542779245
ACC000029,ACC005576,1,20.035110267299558
ACC000029,ACC005720,1,7.220325001937714
ACC000029,ACC007109,1,4.2140043919639565
ACC000029,ACC007177,1,55.15376083267846
ACC000029,ACC007721,1,44.984214425734216
ACC000029,ACC007924,1,33.711456982531544
ACC000029,ACC008426,1,178.07971495117454
ACC000029,ACC008622,1,15.732062786065743
ACC000030,ACC000097,2,220.83131353450733
ACC000030,ACC000160,1,15.259875273025534
ACC000030,ACC000615,1,38.19499239477418
ACC000030,ACC001829,1,168.0237735591209
ACC000030,ACC004352,1,38.292658201851154
ACC000030,ACC009085,1,113.69595640033818
ACC000030,ACC009656,1,29.175420324098916
ACC000030,ACC009689,1,16.21634205075634
ACC000031,ACC001000,1,32.895032530859375
ACC000031,ACC004592,1,30.60131106468026
ACC000031,ACC005325,1,40.90106814439344
ACC000031,ACC006657,1,14.080177149245335
ACC000031,ACC006857,1,63.34402639071007
ACC000031,ACC007710,1,21.2205635481652
ACC000031,ACC007726,1,57.502988432186264
ACC000031,ACC008179,1,347.2003538612739
ACC000031,ACC008199,1,87.23376997831853
ACC000031,ACC008265,1,223.58947401477056
ACC000031,ACC008475,1,44.673738663067915
ACC000031,ACC008843,1,13.138935307385875
ACC000031,ACC009252,1,25.44591476813975
ACC000032,ACC000222,1,50.47085848177205
ACC000032,ACC000227,1,41.65834495273595
ACC000032,ACC000740,1,15.51529335259424
ACC000032,ACC001496,1,23.73215824282671
ACC000032,ACC002492,1,18.1652027285178
ACC000032,ACC002572,1,12.271052298582804
ACC000032,ACC006027,1,10.713760571117723
ACC000032,ACC006851,1,185.86860462751835
ACC000032,ACC008262,1,32.85881138003765
ACC000032,ACC008539,1,26.672728695132978
ACC000033,ACC000005,1,43.380187220291475
ACC000033,ACC000859,1,50.81692456491598
ACC000033,ACC003163,1,73.23136693541207
ACC000033,ACC003698,1,99.04451031204958
ACC000033,ACC005826,1,36.89222380683663
ACC000033,ACC006974,1,7.947372349974419
ACC000033,ACC007766,1,61.95052562149071
ACC000033,ACC008829,1,62.829404815571586
ACC000033,ACC009943,1,11.067122648580442
ACC000034,ACC000950,1,37.43718830123022
ACC000034,ACC001001,1,131.94364349072015
ACC000034,ACC001285,1,56.39140365818966
ACC000034,ACC002064,1,42.87057754489526
ACC000034,ACC002312,1,60.65191195833167
ACC000034,ACC002624,1,39.44845966535616
ACC000034,ACC003503,1,10.663224475223384
ACC000034,ACC003540,1,122.26014249639492
ACC000034,ACC004846,1,61.44331296618414
ACC000034,ACC005252,1,35.289235298720605
ACC000034,ACC005293,1,12.84113450934536
ACC000034,ACC005538,1,38.19553525276971
ACC000034,ACC006407,1,28.40579886609063
ACC000034,ACC006434,1,66.38584919132488
ACC000034,ACC007411,1,18.700450211592017
ACC000034,ACC008610,1,18.65475764804813
ACC000034,ACC009373,1,13.626467844306255
ACC000035,ACC000598,1,4.514533019473027
ACC000035,ACC000789,1,58.11902465954655
ACC000035,ACC002706,1,53.662018757928806
ACC000035,ACC003238,1,33.89108428691637
ACC000035,ACC003692,1,7.341945907919691
ACC000035,ACC004738,1,212.54268778195808
ACC000035,ACC008208,1,17.974448118656504
ACC000035,ACC008390,1,16.190433801138525
ACC000035,ACC008898,1,51.78382609865174
ACC000036,ACC000556,1,33.939156318664566
ACC000036,ACC001259,1,38.260278697043105
ACC000036,ACC001620,1,11.617100631610219
ACC000036,ACC006140,1,10.452493643331161
ACC000036,ACC006304,1,36.174895013014755
ACC000036,ACC006655,1,12.648482312381056
ACC000036,ACC006753,1,122.17929617289646
ACC000036,ACC007711,1,12.248035193891354
ACC000036,ACC007731,1,95.44228358045538
ACC000036,ACC008976,1,58.11589922932454
ACC000036,ACC009780,1,151.3089775365644
ACC000037,ACC000078,1,5.443834423751186
ACC000037,ACC000425,1,20.755925429225773
ACC000037,ACC002452,1,64.27404652810009
ACC000037,ACC003461,1,137.3868248723
ACC000037,ACC003589,1,12.386562942950356
ACC000037,ACC003809,1,9.15424824118466
ACC000037,ACC003818,1,55.55300305486594
ACC000037,ACC004166,1,21.75032586318262
ACC000037,ACC004716,1,126.85907152400847
ACC000037,ACC004753,1,113.07793767274671
ACC000037,ACC005615,1,6.0315919048327675
ACC000037,ACC005930,1,78.98274915247006
ACC000037,ACC006011,1,20.130292238462427
ACC000037,ACC006126,1,54.53567796363589
ACC000037,ACC009627,1,7.284320757130162
ACC000038,ACC001897,1,39.77589018653947
ACC000038,ACC002929,1,274.01652038563816
ACC000038,ACC003021,1,22.98979399104414
ACC000038,ACC003081,1,12.069284782461219
ACC000038,ACC004948,1,8.024846341865159
ACC000038,ACC004985,1,74.42586843380319
ACC000038,ACC005200,1,40.71697883012989
ACC000038,ACC006193,1,64.45198962582761
ACC000038,ACC006369,1,37.69341791352535
ACC000038,ACC006808,1,34.117129610760365
ACC000038,ACC007483,1,64.99254742727514
ACC000038,ACC007881,1,175.5491674984647
ACC000038,ACC008104,1,20.728757994271295
ACC000038,ACC009875,1,37.7073756911986
ACC000039,ACC001098,1,11.727847674766831
ACC000039,ACC001959,1,43.97677591882183
ACC000039,ACC002532,1,94.95622655958962
ACC000039,ACC003491,1,54.582152133169224
ACC000039,ACC003566,1,3.867856353933859
ACC000039,ACC003607,1,24.102314957993116
ACC000039,ACC005446,1,65.02663218446256
ACC000039,ACC008439,1,54.98997993758601
ACC000039,ACC008807,1,9.529173239017931
ACC000039,ACC009080,1,33.60405940449616
ACC000039,ACC009097,1,25.232301789237138
ACC000039,ACC009373,1,32.53742500904036
ACC000039,ACC009706,1,10.324646565951085
ACC000040,ACC000738,1,52.180828197238334
ACC000040,ACC001622,1,11.035914619704757
ACC000040,ACC002206,1,14.981117439822526
ACC000040,ACC003158,1,94.48169945066245
ACC000040,ACC003347,1,39.62457483259104
ACC000040,ACC005524,1,35.7628152631208
ACC000040,ACC005755,1,71.30166368971996
ACC000040,ACC006304,1,23.83622021136917
ACC000040,ACC007364,1,58.14540761999213
ACC000040,ACC008367,1,28.56872313342078
ACC000040,ACC008393,1,11.294984719954318
ACC000040,ACC009081,1,22.047473685699803
ACC000040,ACC009139,1,100.57316343688325
ACC000041,ACC000124,1,60.10628102732761
ACC000041,ACC000816,1,45.86378097088937
ACC000041,ACC002302,1,152.6863861380035
ACC000041,ACC003587,1,26.870706646798293
ACC000041,ACC003850,1,31.2151348764175
ACC000041,ACC004643,1,49.18119458138683
ACC000041,ACC004708,1,41.84596142907345
ACC000041,ACC005432,1,62.907934311772856
ACC000041,ACC005678,1,30.537064973235477
ACC000041,ACC007029,1,33.439929755022014
ACC000041,ACC007295,1,17.106255325460435
ACC000041,ACC007604,1,48.16040718756415
ACC000041,ACC007672,1,22.206509847075026
ACC000041,ACC008732,1,38.410690257833444
ACC000041,ACC009160,1,42.00239748691751
ACC000041,ACC009214,1,71.68230138946362
ACC000041,ACC009791,1,55.88966696283162
ACC000042,ACC001485,1,17.41370621792884
ACC000042,ACC002713,1,34.060316281160254
ACC000042,ACC003340,1,23.805810646975782
ACC000042,ACC003473,1,5.6381758542275
ACC000042,ACC003648,1,31.959542601634066
ACC000042,ACC004934,1,12.942682351993321
ACC000042,ACC006224,1,47.29041589047378
ACC000042,ACC007916,1,70.4763969338702
ACC000042,ACC008059,1,12.784411322197418
ACC000042,ACC008250,1,14.196234740628226
ACC000042,ACC009234,1,19.51011611858401
ACC000042,ACC009638,1,26.3413901426385
ACC000042,ACC009685,1,63.00381838804523
ACC000043,ACC001295,1,7.579918674590978
ACC000043,ACC001493,1,99.43567455051404
ACC000043,ACC001840,1,27.3998269104477
ACC000043,ACC002734,1,12.967888568237496
ACC000043,ACC002934,1,48.24908622469904
ACC000043,ACC004248,1,13.477406509485272
ACC000043,ACC004340,1,68.96890350512196
ACC000043,ACC005210,1,25.988048391895887
ACC000043,ACC006247,1,14.436601265610472
ACC000043,ACC007315,1,31.747876797420655
ACC000044,ACC000156,1,18.900163026041767
ACC000044,ACC001478,1,37.77649033893424
ACC000044,ACC001811,1,27.295810669436833
ACC000044,ACC002615,1,31.12059546280334
ACC000044,ACC002861,1,36.87079030475118
ACC000044,ACC005264,1,5.995525344012429
ACC000044,ACC006082,1,30.930975068324294
ACC000044,ACC006207,1,28.928838475706165
ACC000044,ACC007152,1,45.733203567592945
ACC000044,ACC008800,1,51.56193165179531
ACC000045,ACC001680,1,39.58410048205691
ACC000045,ACC002878,1,53.16423096551985
ACC000045,ACC003520,1,90.30678785411786
ACC000045,ACC003715,1,5.980941185274177
ACC000045,ACC004861,1,52.798719903173414
ACC000045,ACC005952,1,31.240584666715684
ACC000045,ACC006051,1,14.728481683102435
ACC000045,ACC007146,1,11.350860274751627
ACC000045,ACC007349,1,46.632847222386125
ACC000045,ACC007371,1,79.64990342102287
ACC000045,ACC008334,1,47.21260716116546
ACC000046,ACC003443,1,27.952022728469807
ACC000046,ACC004249,1,33.043214813219514
ACC000046,ACC004470,1,53.86997063074904
ACC000046,ACC004761,1,16.740972023493562
ACC000046,ACC006532,1,17.405645198188893
ACC000046,ACC007178,1,1001.2273415444546
ACC000046,ACC007222,1,29.55474066748122
ACC000046,ACC007838,1,26.99128541450592
ACC000046,ACC007839,1,34.16860408753031
ACC000046,ACC008770,1,41.46123945299482
ACC000047,ACC001108,1,39.74196703317957
ACC000047,ACC001586,1,40.65150048154633
ACC000047,ACC001614,1,20.233578144632656
ACC000047,ACC002279,1,24.801261286357548
ACC000047,ACC002329,1,53.28906727681753
ACC000047,ACC002486,1,26.432822263525324
ACC000047,ACC003762,1,28.81299086326963
ACC000047,ACC004052,1,10.549169210120926
ACC000047,ACC004458,1,28.380599212348862
ACC000047,ACC005360,1,94.68225198885096
ACC000047,ACC007310,1,6.328724077861476
ACC000047,ACC007591,1,6.198674745903896
ACC000048,ACC000674,1,39.338410151088944
ACC000048,ACC001513,1,42.94434569143624
ACC000048,ACC002846,1,128.78172106313272
ACC000048,ACC003754,1,47.912345419756974
ACC000048,ACC005638,1,30.849715657757127
ACC000048,ACC005930,1,112.30297393395753
ACC000048,ACC008600,1,8.824554234659596
ACC000048,ACC009386,1,17.22947579431961
ACC000048,ACC009409,1,9.522890220240582
ACC000048,ACC009997,1,43.65679435329321
ACC000049,ACC001076,1,31.353591835632066
ACC000049,ACC003624,1,25.13026067019564
ACC000049,ACC003824,1,12.377419547411566
ACC000049,ACC004351,1,25.609943759293017
ACC000049,ACC004628,1,39.098659952764145
ACC000049,ACC004940,1,68.5475445686944
ACC000049,ACC005217,1,130.9023243238201
ACC000049,ACC005927,1,57.71037402246717
ACC000049,ACC006521,1,78.84849984178491
ACC000049,ACC006862,1,9.06761099429332
ACC000049,ACC008332,1,38.66373306465107
ACC000049,ACC009039,1,12.04846366682082
ACC000049,ACC009118,1,48.75982768763098
ACC000049,ACC009530,1,57.84906282027797
ACC000050,ACC000064,1,11.644388070353342
ACC000050,ACC000813,1,143.45542088455284
ACC000050,ACC000872,1,9.72378753783572
ACC000050,ACC003562,1,33.899454110846115
ACC000050,ACC005148,1,72.72430604363313
ACC000050,ACC005535,1,7.553163620583057
ACC000050,ACC006564,1,67407.68469119119
ACC000050,ACC006954,1,75.73345347755395
ACC000050,ACC008474,1,24.84958281069054
ACC000050,ACC008986,1,20.271099226864813
ACC000051,ACC000182,1,29.08551046384136
ACC000051,ACC001801,1,45.07013446926859
ACC000051,ACC002100,1,148.012622192248
ACC000051,ACC002398,1,55.550936760025536
ACC000051,ACC003353,1,39.10957609917676
ACC000051,ACC004059,1,17.635722203418737
ACC000051,ACC005004,1,41.21786938875832
ACC000051,ACC005278,1,17296.881644903104
ACC000051,ACC006372,1,24.857846939311894
ACC000051,ACC006479,1,120.91498408446083
ACC000051,ACC006487,1,20.46614237377794
ACC000051,ACC009633,1,68.86893225736519
ACC000052,ACC000213,1,68.52656582852545
ACC000052,ACC000377,1,52.567967229621765
ACC000052,ACC000426,1,2.9686048339198483
ACC000052,ACC000500,1,26.333449603729193
ACC000052,ACC001099,1,25.385276869224317
ACC000052,ACC001263,1,12.62440876673152
ACC000052,ACC001282,1,24.986802888633793
ACC000052,ACC001831,1,11.087900779699035
ACC000052,ACC002186,1,66.39425189998263
ACC000052,ACC003691,1,283.84262243420676
ACC000052,ACC004125,1,16.280093099708953
ACC000052,ACC005584,1,41.777701088564804
ACC000052,ACC006690,1,33.88300449847285
ACC000052,ACC007195,1,184.4334355367564
ACC000052,ACC007345,1,26.69156034773628
ACC000052,ACC008962,1,16.881928894402115
ACC000052,ACC009099,1,49.702381396014005
ACC000052,ACC009814,1,68.92149053963468
ACC000053,ACC000234,1,27.887594066516886
ACC000053,ACC000761,1,70.35113923082308
ACC000053,ACC001090,1,18.275985753641606
ACC000053,ACC001962,1,25.00962539285716
ACC000053,ACC002828,1,23.628215670968864
ACC000053,ACC003353,1,6.841596720006704
ACC000053,ACC005458,1,39.36130851317391
ACC000054,ACC000267,1,14.079275219502875
ACC000054,ACC001910,1,4.304597983391004
ACC000054,ACC003411,1,19.502520037530257
ACC000054,ACC004081,1,25.773861646479038
ACC000054,ACC005917,1,32.690065250525514
ACC000054,ACC005959,1,42.483800551921334
ACC000054,ACC006205,1,38.19600692426461
ACC000054,ACC006298,1,19513.689819822263
ACC000054,ACC006999,1,49.733504980654715
ACC000054,ACC007116,1,41.40685568358935
ACC000054,ACC009280,1,21.27447448092968
ACC000055,ACC000745,1,12.703661291293894
ACC000055,ACC001261,1,10.755231358242881
ACC000055,ACC002208,1,20.374020593254155
ACC000055,ACC002413,1,49.843815187085404
ACC000055,ACC006884,1,59.360170553550304
ACC000055,ACC007189,1,81.52300576510754
ACC000056,ACC000149,1,60.27242901717959
ACC000056,ACC000293,1,19.01500197642979
ACC000056,ACC000671,1,12.406294551179183
ACC000056,ACC001970,1,29.370822279568344
ACC000056,ACC002303,1,27.308232951527827
ACC000056,ACC003228,1,32.25998944610104
ACC000056,ACC006573,1,10.110500720326497
ACC000056,ACC007776,1,55.18285940017605
ACC000056,ACC007822,1,397.91142452466374
ACC000056,ACC009420,1,64.05539531424685
ACC000056,ACC009610,1,18.291826729245695
ACC000057,ACC000237,1,46.032765619128746
ACC000057,ACC002420,1,22.420107323720554
ACC000057,ACC002960,1,30112.813334559283
ACC000057,ACC005233,1,10.500708483339821
ACC000057,ACC005243,1,50.00265145481959
ACC000057,ACC006792,1,20.504705187440255
ACC000057,ACC007190,1,40.548868726657545
ACC000057,ACC008104,1,14.330217982647502
ACC000057,ACC008666,1,86.60422991510457
ACC000058,ACC000409,1,226.10740184439595
ACC000058,ACC000838,1,30.039163993136683
ACC000058,ACC001370,1,21.686446495844628
