account_id,seq_len_norm,last_amount_1,last_gap_1,last_amount_2,last_gap_2,last_amount_3,last_gap_3,last_amount_4,last_gap_4,last_amount_5,last_gap_5,last_amount_6,last_gap_6,last_amount_7,last_gap_7,last_amount_8,last_gap_8,last_amount_9,last_gap_9,last_amount_10,last_gap_10
ACC000013,1.0,9.17305879014443,639102.825098,23.02246784530917,675295.945147,66.76113209973978,880344.739961,7.89260372978372,58854.029466,96.4585902662513,173745.950401,71.70945763833151,362838.912336,31.96558815637632,653560.446891,47.21687170615531,1947458.388461,62.387632299481886,1095641.398488,86.89487063888168,851892.136977
ACC000014,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.058149661963878,0.0,37.83050315051722,151845.789508,52.1679611175806,720629.187799,61.164097333242175,2607.686759,103.02819545200408,2159118.070627,40.00595591090883,3683653.957659
ACC000015,1.0,13.04943877309325,1832766.189578,36.54052485093208,509212.05641,22.561977389595253,23228.991998,79.38280405192401,495378.373421,87.44626266482318,1021436.316317,29.51641585805809,1236114.139199,43.86877539616166,59470.848872,11.781055701761398,897985.666106,51.908704349445244,317095.626585,64.8302801959304,1895255.95243
ACC000016,1.0,160.7855233434233,943476.423461,41.19687214438426,1556883.230831,41.88818286697716,673635.235506,12.65600125938398,674589.079425,71.30539127220374,45505.030583,20.53977343226573,55579.224402,17.747764668395885,365353.456443,123.27434835966804,350165.387505,29.04542639358576,1349401.047329,35.90971649975053,180291.962742
ACC000017,0.8,0.0,0.0,0.0,0.0,125.42981487429788,0.0,14.78412055866588,865750.622183,34.993893804028474,621805.001372,7.647481509150613,404365.157667,21.33452978764613,3535835.857196,25.88369281225934,273515.122054,16.490930560551675,536518.908616,97.01743402047738,777868.32059
ACC000018,1.0,23.909409391999244,1099070.198588,42.534749171015,716683.382071,22.412466225241108,1129683.889636,32.7199416888115,68217.687245,13.065294813110574,159575.901753,32.21750876454988,2182536.088215,27.08829251815704,235885.043187,221.3469502050093,250267.424058,21.14413983899485,2293916.334286,25.070052857664088,849472.31663
ACC000019,1.0,51.09288751405356,224743.336765,35.34646890798236,2442157.866521,87.84382308665091,1564435.111014,15.479286553972557,362128.278105,19.520373867782244,510703.271094,29.110754316761717,577630.827699,16.85252114212167,865763.232535,61.088797672806656,605656.997795,17.972742365467248,936055.363047,35.12273881469333,29514.15598
ACC000020,1.0,22.641982034376245,707831.844119,39.0072014184301,2512136.251604,22.83658114336773,87644.098287,21.829603635254323,266671.549189,21.032107700872924,40717.917416,25.532984654399545,265892.080724,46.13913080015614,957779.736968,28.42994060379841,589475.189973,672.5662469351656,487640.664622,61.02894497303809,768345.609658
ACC000021,0.9,0.0,0.0,171.25569838321618,0.0,70.65817741465709,351715.850486,29.70851788970738,1812705.999709,32.62152641581335,623365.408282,61.505166310309626,162619.995971,25.04129229066411,105311.982916,20.46294288889006,1448928.385351,28.649445834609704,1987069.379449,48.18330487178218,1111949.880869
ACC000022,1.0,35.38945030683264,42808.11097,28.257053459804915,139791.043026,107.06220099065872,705553.657136,79.9097473805575,505228.102565,58.71234827402949,99650.169543,45.94951287503654,7788.264252,13.998247002048045,952345.700453,69.10571062819926,353244.997435,71.8013637135946,103820.864718,90.8025108769958,1527944.794331
ACC000023,1.0,15.081793847012412,449777.262037,28.775053029139453,1346805.637852,42.97609984670912,354114.616729,20.250781626472893,730113.115792,19.45359354648899,161068.863322,95.86521639245171,412681.035259,8.938334262093212,951837.025777,7.315694577769916,69134.725978,21.344210079841066,1490071.278191,27.01151431262309,173884.760764
ACC000024,1.0,127.242179000923,0.0,68.48210702413549,680062.386342,17.548843341616962,1654879.311912,67.51174458809835,66836.025749,20.08881652676257,552387.279708,59.25498447894955,775053.204914,54.10043594390992,1337281.421146,26.65257108246849,465657.620278,95.0997146490662,592309.807889,82.24793395670676,19593.24846
ACC000025,0.7,0.0,0.0,0.0,0.0,0.0,0.0,36807.74251375048,0.0,53.37143796857994,571971.791393,63.00403289006757,652726.285387,25.968822993979835,4609345.677432,35.49409344088314,86564.414331,47.114782263574206,2387065.115927,9.272162107401408,175235.156342
ACC000026,1.0,84.13023522460921,0.0,18.78826159920561,4428157.946712,28.91602154446868,1107605.351537,75.65639052244092,26328.01563,101.36849863982646,431588.610216,23.742121512832277,320711.491841,134.75716542631238,684971.303737,36.814791857567805,454194.766661,116.57541034043916,528248.119597,9.308541255653008,605669.843958
ACC000027,1.0,21.63819558439847,54389.830629,86.11121599909481,1233931.591286,14826.877089330435,1821939.377216,48.36774217344583,401672.053196,28.915498006673783,251022.101491,32.38734252073742,983477.901528,15.291002491966047,1867379.329482,28.48973860981696,1042072.425741,17.722113527055342,1316659.239737,14.292515661023346,152986.721569
ACC000028,1.0,26.172768320172093,0.0,24.8172409120654,1842.892369,142.88062143335452,1548354.840433,54.57155361228586,85578.914064,99.29870608214988,3102707.910544,22.530641620673475,13831.678863,140.33654764911626,862802.655911,116.6845341782066,348771.030346,32.889270138874274,1042794.853443,69.2444783548147,1297198.933161
ACC000029,1.0,53.77606147561601,2246956.889001,33.711456982531544,77511.242482,59.18612542779245,1011945.745476,178.07971495117454,951845.948517,44.984214425734216,274907.714056,55.15376083267846,261563.683516,7.220325001937714,272384.581872,72.45998835109424,70634.496433,14.482451985684737,173443.737026,4.2140043919639565,60342.393888
ACC000030,0.9,0.0,0.0,38.292658201851154,0.0,38.19499239477418,2811068.493469,168.0237735591209,1471006.837271,29.17542032409892,532282.170364,78.93671680796588,1304550.963236,16.21634205075634,614261.905998,113.69595640033818,1097161.243979,141.89459672654144,1832540.584003,15.259875273025534,162386.278554
ACC000031,1.0,32.895032530859375,831756.992385,223.58947401477056,292900.796321,87.23376997831853,400704.993423,63.34402639071007,361766.222201,44.67373866306792,761602.102482,21.2205635481652,536038.783268,57.50298843218626,153738.508008,347.2003538612739,596775.588971,25.44591476813975,1163243.525705,13.138935307385877,218726.984413
ACC000032,1.0,23.73215824282671,0.0,41.65834495273595,1276255.766831,18.1652027285178,12291.726579,32.85881138003765,66853.947019,50.47085848177205,6613.123633,10.713760571117724,710416.045081,26.672728695132975,220324.244402,185.86860462751835,289152.050239,12.271052298582804,1210244.78059,15.51529335259424,433880.519258
ACC000033,0.9,0.0,0.0,61.95052562149071,0.0,50.81692456491598,1815530.43575,73.23136693541207,930815.992196,11.067122648580442,804669.672959,43.38018722029148,1002210.312779,99.04451031204958,373797.739744,62.82940481557159,1354047.187347,7.947372349974419,597.638726,36.89222380683663,6923.252058
ACC000034,1.0,10.663224475223384,1473684.600266,66.38584919132488,606473.11319,35.289235298720605,1373076.664812,131.94364349072015,647413.666406,12.84113450934536,415870.6974,18.700450211592017,494904.212729,61.44331296618414,86242.633618,13.626467844306257,2000300.233288,42.87057754489526,1534109.989415,122.26014249639492,392733.988842
ACC000035,0.9,0.0,0.0,51.78382609865174,0.0,33.89108428691637,424744.946288,16.190433801138525,2373874.217397,53.662018757928806,219851.969379,7.341945907919691,2018531.685558,4.514533019473027,1688463.393116,17.974448118656504,1688312.874125,58.11902465954655,73746.30049,212.54268778195808,759197.136952
ACC000036,1.0,122.17929617289646,1030216.122059,33.939156318664566,455919.082771,95.44228358045538,1039409.973754,12.248035193891354,2405204.07541,58.11589922932454,798782.592409,151.3089775365644,1097909.439572,38.26027869704311,436933.000386,12.648482312381056,676756.007725,36.17489501301476,518859.370728,10.45249364333116,198056.192832
ACC000037,1.0,55.55300305486594,518997.784401,137.3868248723,744619.217695,54.53567796363589,344386.748314,12.386562942950356,72523.248792,113.07793767274671,791467.265575,21.75032586318262,1807655.449222,64.27404652810009,791323.022209,7.284320757130162,942954.615046,20.755925429225773,857196.965955,126.85907152400848,1130246.438955
ACC000038,1.0,39.77589018653947,589575.225762,37.7073756911986,533309.919388,37.69341791352535,710136.380642,64.99254742727514,342751.388142,22.98979399104414,78298.252515,12.06928478246122,356407.921458,40.71697883012989,357585.485927,74.42586843380319,236533.88033,175.5491674984647,181434.922141,274.01652038563816,766528.290001
ACC000039,1.0,3.867856353933859,898046.026201,65.02663218446256,429511.527361,33.60405940449616,135753.166365,10.324646565951085,179623.760079,54.98997993758601,1035229.634974,54.58215213316922,527768.177568,11.727847674766831,869248.918051,32.53742500904036,269575.336644,9.529173239017933,148297.217213,25.232301789237138,1224546.891215
ACC000040,1.0,11.035914619704757,234030.572373,28.56872313342078,110949.262892,71.30166368971996,606495.14966,94.48169945066245,524671.839114,23.83622021136917,498530.231899,58.14540761999213,1730309.08277,14.981117439822526,1641574.737486,22.047473685699803,275706.332213,52.180828197238334,242678.03417,11.294984719954318,424140.042032
ACC000041,1.0,31.2151348764175,257709.992936,22.206509847075026,759240.748283,71.68230138946362,1241224.003598,48.16040718756415,221134.472409,60.10628102732761,164002.822878,30.53706497323548,21984.419147,49.18119458138683,80556.520021,42.00239748691751,1044797.078699,152.6863861380035,494347.777124,26.870706646798293,1390090.371528
ACC000042,1.0,19.51011611858401,2696855.607705,70.4763969338702,85309.1078,47.29041589047378,846175.439851,12.784411322197418,16784.907729,34.060316281160254,519151.546518,26.3413901426385,1302454.357302,31.959542601634062,407038.841791,63.00381838804523,258628.573855,14.196234740628226,120206.046594,5.6381758542275,2215296.567983
ACC000043,1.0,27.3998269104477,0.0,31.747876797420652,530491.10753,25.988048391895887,873401.586673,99.43567455051404,1218641.165401,12.967888568237496,1185174.05233,14.436601265610472,78352.615249,68.96890350512196,188467.975129,13.477406509485272,1812480.62455,48.24908622469904,1228732.940254,7.579918674590978,1436076.578948
ACC000044,1.0,27.295810669436836,0.0,36.87079030475118,2679262.853688,37.77649033893424,7621.518142,51.56193165179531,1920597.986684,18.900163026041767,3011683.332487,30.93097506832429,591418.291741,31.12059546280334,643934.911722,5.995525344012429,70851.170572,28.928838475706165,492040.695901,45.73320356759295,87549.150427
ACC000045,1.0,52.79871990317341,1291913.634018,14.728481683102435,1155775.967565,46.632847222386125,1535469.026146,53.16423096551985,164403.991577,90.30678785411786,158818.478103,11.350860274751629,276212.520962,47.21260716116546,115988.573785,39.58410048205691,658585.04205,5.980941185274177,504355.350114,79.64990342102287,540255.1693
ACC000046,1.0,33.043214813219514,0.0,34.16860408753031,2214396.824217,17.405645198188893,3559886.285266,29.55474066748122,1184704.580665,27.952022728469807,167065.142158,16.740972023493562,711067.490859,41.46123945299482,166764.681782,53.86997063074904,257011.697819,26.99128541450592,764556.77295,1001.2273415444546,816339.194806
ACC000047,1.0,20.233578144632656,68718.378205,94.68225198885096,330893.757489,6.328724077861476,99231.939001,28.81299086326963,352808.018939,6.198674745903896,1556041.003085,10.549169210120926,677190.504233,24.801261286357548,895152.542605,39.74196703317957,234974.492042,53.28906727681753,363116.678613,28.380599212348866,2420793.46584
ACC000048,1.0,128.78172106313272,0.0,8.824554234659596,1211671.607556,42.94434569143624,665781.826861,112.30297393395752,1027770.296359,43.65679435329321,772024.588661,17.22947579431961,1907519.350363,47.912345419756974,369645.879662,30.849715657757127,1050077.356452,9.522890220240582,925503.967678,39.338410151088944,1274112.495225
ACC000049,1.0,39.09865995276415,320820.919489,25.609943759293017,1964232.668515,68.5475445686944,793320.815388,9.06761099429332,697566.397133,57.71037402246717,243908.945454,78.84849984178491,3573935.640709,48.75982768763098,315267.236323,38.66373306465107,444278.087543,25.13026067019564,198559.320658,130.9023243238201,322700.928047
ACC000050,1.0,24.84958281069054,0.0,20.271099226864813,250243.267656,9.72378753783572,1223744.636878,75.73345347755395,3128866.598272,33.899454110846115,413777.90727,11.644388070353342,184862.960155,72.72430604363313,1969356.119381,143.45542088455284,189228.790008,67407.68469119119,720630.573466,7.553163620583057,418539.520327
ACC000051,1.0,20.46614237377794,181465.209231,39.10957609917676,699656.565205,120.91498408446084,598307.718264,17.635722203418737,2308197.861862,55.550936760025536,186745.789215,148.012622192248,1790945.322807,68.86893225736519,651606.451011,41.21786938875832,859732.396897,24.85784693931189,256714.508982,17296.881644903104,41706.118147
ACC000052,1.0,2.9686048339198483,164639.229722,68.52656582852545,664796.562553,24.986802888633797,300255.504755,52.567967229621765,219646.087591,66.39425189998263,198467.149064,26.69156034773628,1215102.334307,16.280093099708953,671930.883802,25.38527686922432,1756178.88278,16.881928894402115,848523.133834,184.4334355367564,162717.13206
ACC000053,0.7,0.0,0.0,0.0,0.0,0.0,0.0,18.275985753641606,0.0,23.628215670968864,278096.766523,27.88759406651689,458902.580364,6.841596720006704,1609215.190465,25.00962539285716,627905.421013,70.35113923082308,1539759.237729,39.36130851317391,2135767.828975
ACC000054,1.0,41.40685568358935,111471.732229,49.73350498065472,1026280.284583,25.77386164647904,1643555.145226,4.304597983391004,163369.517906,21.27447448092968,439254.44327,42.48380055192133,585528.005058,38.19600692426461,39768.486326,19513.689819822263,565096.481158,19.502520037530257,1229042.644434,14.079275219502875,1715800.685351
ACC000055,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.52300576510754,0.0,12.703661291293894,2611886.43886,10.75523135824288,1018779.124429,20.374020593254155,698921.095294,59.360170553550304,2655157.29169,49.84381518708541,2680253.960517
ACC000056,1.0,55.18285940017605,744015.9878,27.308232951527827,252709.915816,397.9114245246637,1421253.387075,18.29182672924569,3842580.376804,19.01500197642979,1216370.857222,10.110500720326495,100270.767097,32.25998944610104,18079.194754,60.27242901717959,525643.639643,64.05539531424685,1374439.288813,12.406294551179183,88991.388245
ACC000057,0.9,0.0,0.0,14.330217982647502,0.0,46.032765619128746,1477863.432963,50.00265145481959,673599.050702,40.548868726657545,942960.198041,10.50070848333982,190373.10874,30112.813334559283,2084584.397104,20.50470518744025,1733079.488694,22.420107323720558,736962.831913,86.60422991510457,378499.480201
ACC000058,1.0,22.101724364536373,26900.80743,28.028593829953454,432638.843959,226.10740184439595,182394.293917,25.23383737203229,315598.924332,21.686446495844628,1454413.666572,92.41196859985466,3929543.443246,78.95148597724545,94531.733153,21.32854156538709,823481.066035,22.11653199878953,705288.305251,30.039163993136683,337702.705345
ACC000059,1.0,13.272616468682727,2777173.138666,53.74794050485806,805591.652671,93.10173824611712,65372.414085,21.00580086868352,2353751.017042,19.68388028106393,602111.246774,32.354781179390386,1298385.55406,78.40130627379986,842981.807544,150.67749017714826,72640.505461,20.807383641947837,113627.820436,62.65243232231688,690897.713988
ACC000060,1.0,38391.276515586775,585765.607678,31.053908411819336,111621.424084,15.430170990023608,417469.587246,29.30196238977704,739943.903944,28.91237729834721,471325.446469,18.193600220441997,132355.244431,40.22291680613652,385147.29691,48.06270184822587,808795.78487,22.65632950388253,261704.196203,173.3923609256829,66546.803812
ACC000061,1.0,36.9189643707472,88845.383887,45.63744609967259,3084450.104727,23.0496764530522,1680982.032013,37.34081972970608,418361.830982,52.148346034305696,74781.485538,88.36478697820712,1134182.482086,34.11024361343472,930697.341203,32.3862216065829,85692.849685,50.32128867644916,1834213.770341,12.78346755471772,85519.852517
ACC000062,1.0,12.00004001908822,347233.218248,82.13667734212957,260288.500543,34.84146651353032,1969199.411145,46.92780885328912,2331911.864553,42.23603578516392,190189.942443,30.12569554011405,438222.443195,20.904571073665323,1123236.74766,44.03982694805539,832707.386098,80.05412671284921,259121.224177,151.68294673134272,706958.107139
ACC000063,0.9,0.0,0.0,29.773434932020866,0.0,26.91009443358409,2332457.708544,5.882210489908026,164531.789485,67.31381970415623,697342.114248,44.44352245792471,1205274.938344,18.189559211914077,1146760.2739,51.06776947488434,877421.838568,68.31606853756048,251746.492191,20.28700956773648,496073.913088
ACC000064,0.9,0.0,0.0,15.350171815005314,0.0,63.30268674310948,498119.354192,13.843153391257658,2439415.717909,14.502059983830607,397561.61752,72.06962147348649,109611.045025,48.20198559843149,1319974.876012,47.653698597409495,142853.051646,13.380737151392951,691267.867435,26.241348445876454,3473281.479487
ACC000065,0.8,0.0,0.0,0.0,0.0,25.26080078499921,0.0,18.95902478145739,1763000.301684,164.23050700660627,1183059.397916,27.33785244841526,291704.501635,20.54922473674452,1367357.289029,24.724984189170534,54128.619066,37.32326763241533,2174986.029352,16.005489740619044,1917534.539654
ACC000066,1.0,24.421181835306623,2319800.360034,117.71842603758202,342111.4524,38.94393324270021,400743.92366,60.45490312968276,439556.518859,54.48119093144518,870945.53093,13.096540288219968,1502862.368389,39.84685718153258,562662.644422,97.0398132551441,34684.022926,19.16649850056893,79015.730208,38.06770230721322,59366.530975
ACC000067,1.0,65.4462351400845,670432.881362,23.742128797936044,1314070.614253,22.39818596093976,337937.477555,40.05513861341807,1565173.562371,23.75448547938169,767871.145963,24.451801811985145,1271162.884587,40.55907979420224,102685.41217,26.976459494460062,1200884.079057,16.9180532228528,464648.945446,103.66300532312742,213354.569824
ACC000068,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.55298914391562,0.0,17.13771787900922,65463.362127,12.768480732401212,625678.89774,42.86940444541938,2523292.51697,8.197390794217943,598395.057299
ACC000069,1.0,21.75710182241384,1719735.391554,145.76494732687786,1185725.873009,27.42703171234908,198650.745983,52.70462487749949,437492.415855,36.67232338894983,1352208.52167,91.2180993205481,974579.048035,103.68610367753364,1545673.257412,42.8161418976293,15168.651904,32.963678862890085,39050.206658,9.430224886680923,800365.787155
ACC000070,1.0,63.50688368626503,0.0,20.41626698357954,500891.92135,48.20240935616181,18204.468767,8.29360261085115,1272781.894967,19.222268206660164,2943268.956748,8.75772675278393,3034136.911057,75.59878250556324,666826.265426,274.6251047625741,33043.522884,39.95835075012136,1121627.645435,55.09551637341152,408366.843824
ACC000071,1.0,11.696845149460318,8221.226137,33.47229859812462,1822785.247632,133.6394224845546,1445746.019402,38821.03188151359,1042496.350073,16.541873576312796,261702.29389,49.07264299425975,1326706.676384,8.550984071281748,133339.796353,45.95776175546202,187261.352096,24.691482735365597,191998.445686,55.53347169921686,517843.352502
ACC000072,1.0,19.58216755931548,7295.057851,17.399902429936674,694119.725862,13.304431465617656,251307.760259,192.31573542543035,603163.971779,25.84693077626389,1586741.111818,43.52729909788332,1271113.342546,61.55296867261258,18434.390969,14.253547203186637,492970.533014,33.303145286614495,8527.327834,625.3609302817313,3447737.989274
ACC000073,0.7,0.0,0.0,0.0,0.0,0.0,0.0,55.63649971857962,0.0,17.287593059011282,1208814.463991,19.76966291012789,1968606.281691,17.114383808814885,190203.742402,61.050213633327935,3361339.262585,19.18694420680756,1704641.694042,22.873379936159026,445212.783183
ACC000074,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.988178469916253,0.0,45.79975352867439,344145.354271,24.96225035485278,119032.972374,113.42801813494066,420861.148311,37.9158157945537,5342487.652744
ACC000075,0.8,0.0,0.0,0.0,0.0,200.98287637823023,0.0,13.849927692185124,1223587.81169,104.38231814663104,418089.998461,9.47121122861988,1814243.026267,29.19607766551714,240731.859649,37.11955819686717,193176.098838,8.477454450951459,1010507.827573,37.06406429200221,2244899.391166
ACC000076,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2834765261712,0.0,20.51578542575452,1640247.686213,46.599116467517405,292228.139271,26.48787198488562,68265.306834,59.84738413636262,2317015.177746,41.81055325593672,4692820.632638
ACC000077,1.0,60.854227721303154,0.0,28.464234687223907,1296841.775896,44.61701154794074,870125.864805,86.59724523578666,1696771.635008,108.18615690162,24481.738938,12.963948323546786,259918.520576,35.165606503708204,2048791.743762,58.379877892868606,1587182.314502,22.54756650897328,332511.31317,190.03424192243335,99184.527245
ACC000078,1.0,30.60601026045731,790920.837649,45.93126752353052,18645.080621,89.9267220931499,146906.785984,115.1699873444673,1648684.053436,66.04389046692943,1314926.242024,42.0082624191629,171825.480948,7.195066394796369,585290.127345,13.219654343031156,464798.593238,14.581949710182435,2382306.055277,15.900259800316162,887276.194617
ACC000079,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97366984233132,0.0,24.919348579663943,504332.497433,15.15080341904206,3512512.020269,18.14575668606629,1209964.235867
ACC000080,0.9,0.0,0.0,30.407546136096823,0.0,9.210603205113776,483357.123063,12.92909683283816,879087.557228,26.9547123678192,518799.85095,32.54356391596685,1841102.844224,39.95735983301763,674530.708963,29.025131628639453,2748137.604784,12.073768802922103,635809.512175,9.632443549953024,747722.871543
ACC000081,1.0,56.04815001167009,268443.041381,28.62258485187925,1339704.252979,29.566889410652823,268083.942113,30.485613600298716,91949.342771,18.09349424675357,3271701.522931,22.508245745694342,781524.842261,70.32457049671852,605715.732399,28.46366826854253,1634443.801286,112.42272534490404,1287964.228364,81.96550730294486,266407.383369
ACC000082,1.0,66.25775687164887,0.0,19.520648368841574,18062.265516,3.4227138657223906,1461873.16606,48.1948351599893,493424.778647,106.33253250271416,30992.140001,42.923650639210216,597859.195809,36.83428376114183,265695.131688,5.364474248485044,682985.1491,24.97324653893634,2767335.754752,103.20228822996228,270778.88062
ACC000083,1.0,21.15119706973686,75591.762426,21.282930798918517,1900728.9991,28.022563323036188,24330.550452,19.28903990933312,300287.16168,42.90575242486217,444695.850296,32.1815147738939,450919.287478,251.74418501102048,319586.121229,40.910920577274425,298065.345638,46.95975503904597,1855206.830815,16.283868823866232,1147085.222925
ACC000084,1.0,32.5296835460052,801153.506619,34.21665758178146,1262922.457065,10.071298244103655,882140.699162,10.779877152307565,64124.286169,29.810972141359045,1208345.067418,30.264922793863363,942476.945875,57.80050690373361,291414.807176,6.286609033225316,248252.597886,44.53404800982362,538498.042988,78.09262176452845,3342147.817155
ACC000085,1.0,8.584591294683454,969220.473067,70.7296869176146,310900.259983,20.046482367663263,2001599.970866,16096.735319958054,33536.614178,40.94980167901925,418593.957768,12.888832464043947,153248.493293,32.008041402489404,1147387.752647,32.67645315036689,55638.392936,33.65841226013096,127167.265948,59.94631961363768,856257.651635
ACC000086,0.8,0.0,0.0,0.0,0.0,11.37499843453518,0.0,23.844990062931213,838275.1872,6.631010205452795,731753.714375,40.01160749551396,2591552.326357,23.51220805852373,132417.536643,44.72783120678758,3033283.735383,27.22027521251585,17428.127662,6.819773629070491,1208836.487241
ACC000087,1.0,23.285334417869805,0.0,31.083055115486687,3171789.963281,36691.70597115984,1265987.793012,23.614040363991435,135665.909792,76.14055793391168,418047.244137,58.03630908771035,20132.634791,24.308872159467803,250432.336826,11.492786387996244,1263120.658327,25.15653192981402,1415873.496949,7.7151569180207185,785489.6431
ACC000088,1.0,25.49261438115397,0.0,14.341287286031957,706255.141576,22.61020060650722,250994.580081,26.30384639395015,1812860.556929,8.980719744370404,771786.659362,17.522906077823368,3748490.083828,38.102169959434434,147645.641208,46.16226325300028,1818778.118476,17.54939591580694,373495.019781,31.319390147057803,510353.793838
ACC000089,0.9,0.0,0.0,22.511538235106546,0.0,109.82983741408164,754182.972379,45.27062850749524,182589.960656,71.5473669825681,578759.855411,26.506388726102067,543308.79005,24.19846192459647,1044344.375393,77.80955293078596,3190941.366151,74.15514274421156,249274.402459,13.961057424207846,588397.907667
ACC000090,1.0,137.93688069414523,0.0,11.54394221039048,503313.629909,15.338120558871143,780408.347638,20.821221511988963,1320105.571439,16.22383708805218,2153776.473858,14.875401483264104,1137838.554296,67.24670495749574,39174.883434,95.54204777468678,1396071.803513,37.88351138831376,282714.530993,53.20141550827096,180440.536024
ACC000091,1.0,125.58913796793207,94843.391709,10.703487624441042,936883.897947,11.454126823145169,1153980.896551,27.89567204931717,149468.951789,31.581955937586606,533419.107048,22.74065780437482,9643.257655,40.98046926384011,93166.193212,59.46865347597191,760415.294669,67.41163311277774,163610.040078,65.07675797998678,17894.11498
ACC000092,0.8,0.0,0.0,0.0,0.0,18.91139953468981,0.0,35.63923332218868,86100.486076,5.839062704127285,2011915.481539,23.590764456529527,333689.809517,49.39317773094752,68087.739686,8.053285840174777,807477.672194,32.46538501212044,1382080.323884,43.66412675092816,950523.743715
